STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
Alien_Interact_1,Hello earthling.  It's pretty dope that you understand me.  Your city is still a dump.,,Hola terrícola. Es realmente genial que me entiendas. Tu ciudad sigue siendo un basurero.,你好，地球人。你能听懂我的话真是太酷了。不过你们的城市依然是个垃圾场。,"Hallo, Erdling. Ziemlich cool, dass du mich verstehen kannst. Aber deine Stadt ist immer noch eine Müllhalde.","Olá, terráqueo. É muito maneiro você me entender. Sua cidade continua um lixo.","Bonjour, terrien. C'est cool que vous me compreniez. Votre ville est toujours un tas d'ordure.","Привет, землянин. Прикольно, что ты меня понимаешь. Город все еще — большая свалка.",안녕하세요. 당신이 나를 이해한다는 것은 대단한 큰 일입니다. 당신의 도시는 여전히 쓰레기 더미입니다.
Athlete_Interact_1,"You wouldn't happen to have any lunch money, would ya?",,"No tendrás dinero para el almuerzo, ¿no?",你身上不会恰巧有午餐钱吧？,Du hast nicht zufällig ein bisschen Geld fürs Mittagessen oder?,"Você não teria dinheiro para comprar almoço, teria?","Tu n'aurais pas de l'argent pour le déjeuner, par hasard ?",У тебя случайно не найдется денег на обед?,점심 먹을 돈 없나요. 있죠?
Athlete_Interact_2,I get depressed when I'm not running into things.,,Me deprimo cuando no estoy chocando contra cosas.,不碰倒东西，我就会感到很沮丧。,"Ich werde depressiv, wenn ich nicht in Dinge hineinlaufe.",Eu fico deprimido quando não estou batendo nas coisas.,Ça me déprime de ne foncer dans rien.,"Я впадаю в уныние, когда чего-то не догоняю.",뭔가 하지 않으면 우울해져요.
Athlete_Interact_3,NERRRRRDS!!!,,¡¡¡NEEEERRRDS!!!,呆子！！,NERRRRRDS!!!,NERRRRRDS!!!,NERRRRRDS !!!,БОТА-А-АНИКИ!!!,얼~간~이~!
Athlete_Interact_4,Is it possible to be so concussed that your brain rattles around a little bit?,,¿Es posible tener una conmoción cerebral tan grande que tu cerebro vibre un poco dentro de tu cráneo?,有没有可能脑震荡太严重，导致脑子吱嘎吱嘎响？,"Ist es möglich, eine so starke Gehirnerschütterung zu erleiden, dass das Gehirn ein bisschen herumgeistert?",É possível ficar tão confuso que seu cérebro chacoalha um pouco?,C'est possible d'être tellement commotionné que le cerveau remue un peu tout seul ?,"Можно ли получить такое сотрясение, что мозг будет постоянно немного дребезжать?",뇌진탕이 되어 머리가 약간 흔들리는 게 있을 수 있나요?
Businessman_Interact_1,"Got any cash?  No reason, I'd just rather I have it than you.",,"¿Tienes dinero? Por ningún motivo, simplemente que preferiría tenerlo yo antes que tú.",有现金吗？没什么理由，我只是想把它从你身上抢过来。,"Hast du ein bisschen Geld? Einfach nur so, weil ich es lieber hätte als du.","Conseguiu algum dinheiro? Por nenhuma razão, eu só preferiria ficar com ele em vez de você.","Vous avez du liquide ? Non, non, rien. Je préfère juste en avoir à votre place.","Деньги есть? Ни на что, просто так. Лучше, чтобы они были у меня, а не у тебя.","현금 가져 왔어요? 이유가 없어요, 내가 갖고 있는 게 낫겠어요."
Businessman_Interact_2,"Money can't buy happiness, but it also can't buy clouds.  Profound thoughts!",,"El dinero no puede comprar la felicidad, pero tampoco puede comprar nubes. ¡Pensamientos profundos!",金钱买不到幸福，但它也买不到云彩。好深刻的思想！,"Mit Geld kann man kein Glück kaufen, aber auch keine Wolken. Tiefgründige Gedanken!","Dinheiro não pode comprar felicidade, mas ele também não pode comprar nuvens. Pensamentos profundos!","L'argent n'achète pas le bonheur, mais il ne peut pas non plus acheter les nuages. C'est tellement profond !","Счастья за деньги не купишь, но и облака тоже. Глубокая мысль!",돈은 행복을 살 수 없고 구름을 살 수 없습니다. 심오한 생각!
Businessman_Interact_3,My Uncle Denny told me to invest in gas.  Then he farted on me.,,Mi tío Dani me recomendó invertir en gas. Luego me tiró un pedo.,我叔叔丹尼告诉我要投资天然气。然后他骗了我。,"Mein Onkel Denny sagte mir, ich solle in Gas investieren. Dann furzte er mich an.",Meu Tio Denny me disse para investir em gás. Depois ele peidou em mim.,Mon oncle Denny m'a dit d'investir dans le gaz. Puis il m'a pété dessus.,Мой дядюшка Денни сказал мне вкладывать в газ… и пукнул в меня.,삼촌 데니가 가스에 투자하라고 했어요. 그리고 저를 향해 방귀를 뀌었어요.
Comedian_Interact_1,"Derp de derp?..  Sorry, sometimes I forget how to have a normal interaction.",,"¿Tipo de tipo?... Disculpa, a veces olvido cómo interactuar de forma normal.",Derp de derp？对不起，有时候我会忘记如何进行正常的互动。,"Trotteliger de Trottel?... Entschuldigung, manchmal vergesse ich, wie die normale Interaktion funktioniert.","Loucura loucura?... Desculpa, às vezes esqueço de como ter uma interação normal.","Derp de derp ?.. Désolé, il m'arrive d'oublier comment avoir une interaction normale.","Бла бла-бла?.. Ох, прости. Иногда я забываю, как разговаривают нормальные люди.",더프 더 더프?... 때로는 정상적인 상호 작용을 잊는 경우가 있습니다.
Comedian_Interact_2,"Writing one-liners is hard, I pity the poor schlub who has to do it.",,"Escribir chistes es difícil, siento lástima por el pobre idiota que se tiene que ganar la vida haciéndolo.",写段子很难，我可怜那个不得不做这项工作的蠢货。,"Einzeiler zu schreiben ist wirklich schwierig, ich bemitleide den armen Tölpel, der sich damit auseinandersetzen muss.","Escrever piadas é difícil, tenho pena do coitado que tem que ganhar a vida fazendo isso.",Écrire des one-liners est difficile. Je plains le couillon qui doit le faire.,"Писать коротки шутки сложно. Жаль тех сопляков, которым приходится это делать.",단 하나의 라이너를 쓰는 것은 어렵습니다. 그것을 해야만 하는 가난한 슐럽을 불쌍히 생각합니다.
Comedian_Interact_3,"If one exists only to tell jokes, does that make one a joke themselves?",,"Si uno existe solo para contar chistes, ¿eso lo vuelve a uno mismo un chiste?",如果一个人的生存目的只是为了讲笑话，那他本人是不是也只是个笑话？,"Wenn jemand nur existiert, um Witze zu erzählen, macht ihn das selbst zu einem Witz?","Se sua existência limita-se a contar piadas, isso torna você uma piada?","Si on n'existe que pour raconter des blagues, cela veut-il dire qu'on est une blague en soi ?","Если единственная цель твоего существования — шутить, становишься ли ты сам шуткой?","농담을 하는 것이 존재한다면, 스스로 농담을 만들 수 있습니까?"
Cannibal_Interact_1,"This bum told me he hadn't had a bite in days, so I bit him.  True story.",,"Este vagabundo me dijo que no había probado ni un mordisco en días, así que lo mordí. Es gracioso porque es real.",这个流浪汉说他好几天都没吃过东西了，所以我赏了他一口。真的。,"Dieser Penner sagte mir, er hätte seit Tagen keinen Bissen mehr gehabt, also biss ich ihn. So war es.","Este mendigo me disse que não mordia nada há dias, então eu mordi ele. Isso aconteceu de verdade.","Ce clodo m'a dit qu'il n'avait rien eu à se mettre sous la dent depuis des jours, donc je l'ai mis sous la mienne. C'est vrai.","Один жаловался тут: цены кусаются. Ну так я его укусил — чтобы знал, что не только цены. Зуб даю.",이 부랑자는 그가 며칠 만에 물지 않았다고 말했기 때문에 내가 그를 물었습니다. 실화.
Cannibal_Interact_2,It sucks not being able to post pictures of my meals online.,,Qué mierda no poder publicar fotos de mis comidas en línea.,不能在网上发布我的美餐照片，真是太扯了。,"Es ist doch echt doof, dass ich keine Bilder meiner Mahlzeiten im Internet veröffentlichen kann.",Uma pena não puder publicar fotos de minhas refeições on-line.,Ça craint de ne pas pouvoir publier de photos de mes repas.,"Жизнь — отстой: я не могу публиковать фотки своей еды, как все.",나의 식사를 온라인에 포스트할 수 없는 것이 아쉽군요.
Cannibal_Interact_3,Hiding in bushes to wait for victims can be a great time for meditation!,,¡Esconderse en los arbustos a la espera de víctimas puede ser un buen momento para la meditación!,躲在灌木丛中等待受害者出现特别适合冥想！,"Während man sich in Büschen versteckt, um auf Opfer zu warten, kann man sehr gut meditieren!",Esconder-se nos arbustos para esperar por vítimas pode ser um bom momento para meditação!,"Se cacher dans des buissons, à l'affût de victimes, rien de tel pour la méditation !","Лучшее время для медитации — когда прячешься в кустах, поджидая жертву!",덤불에 숨어서 희생자를 기다리는 것은 명상을 위한 좋은 시간이 될 수 있습니다!
Firefighter_Interact_1,Know what I hate more than fire?  The monstrous caveman who invented it.,,¿Sabes qué odio más que el fuego? Al maldito cavernícola que lo inventó.,你知道有什么比火让我更讨厌吗？就是发明钻木取火的那群原始人。,"Wisst ihr, was ich noch mehr hasse als Feuer? Den abscheulichen Höhlenmenschen, der es erfunden hat.",Sabe o que odeio mais do que fogo? O terrível homem das cavernas que o inventou.,Savez ce que je hais plus que le feu ? Le crétin des cavernes qui l'a inventé.,"Знаешь, что я ненавижу больше пожаров? Того пещерного придурка, который додумался пользоваться огнем.",내가 불보다 더 싫어하는 것을 알아? 그것을 발명한 기괴한 원시인.
Firefighter_Interact_2,This water cannon on my arm means I can shower literally anytime!,,¡Este cañón de agua en mi brazo significa que puedo darme una ducha literalmente en cualquier momento!,有了手上这支防暴水枪，我就可以随时洗澡了！,"Diese Wasserkanone an meinem Arm bedeutet, dass ich praktisch jederzeit duschen kann!","Este canhão de água em meu braço significa que posso tomar um banho, literalmente, a qualquer momento!",Le canon à eau que j'ai sur le bras veut dire que je peux littéralement me doucher quand je veux !,С водометом в руках я могу принимать душ буквально когда захочу!,팔에 있는 이 물대포는 언제든지 문자 그대로 샤워할 수 있음을 의미합니다!
Firefighter_Interact_3,"Fire safety is my number two concern, ironically behind water safety.",,"La seguridad contra incendios es mi preocupación número dos, irónicamente detrás de la seguridad del agua.",消防安全是我的第二大担忧，讽刺的是，排名第一的是水安全。,"Brandschutz steht bei mir an zweiter Stelle, ironischerweise hinter Wassersicherheit.","A segurança contra incêndio é minha preocupação número dois, ficando, ironicamente, atrás da segurança da água.","La sécurité incendie est ma deuxième préoccupation. Ironiquement, la première est la sécurité aquatique.","Пожарная безопасность — это моя проблема номер два. Первая, как ни смешно — безопасность на воде.",아이러니하게도 물 안전 다음으로 화재 안전이 중요합니다.
Firefighter_Interact_4,"If you can't put out a fire, just build a fireplace around it -- lemons into lemonade!",,"Si no puedes apagar un fuego, simplemente construye una chimenea alrededor. ¡Convierte limones en limonada!",如果你无法把火扑灭，那就在它四周砌一个火炉- 变废为宝！,"Wenn du ein Feuer nicht löschen kannst, bau einfach einen Kamin drum herum – mach aus Zitronen Limonade!","Se você conseguir apagar um incêndio, basta construir uma chaminé ao redor dele. Se te derem limões, faça uma limonada!","Si vous ne pouvez pas éteindre un feu, construisez simplement une cheminée autour... vous savez, citrons, limonade, etc. !","Если огонь потушить нельзя, построй вокруг него камин — это как лимоны в лимонаде!",화재를 진압할 수 없다면 벽난로 주변에서 레몬으로 레모네이드로 만드십시오!
Firefighter_Interact_5,"Do not set your house on fire when it's cold, you have no idea how many people do this.",,"No incendies tu casa cuando hace frío, no tienes idea de cuántas personas hacen esto.",天冷的时候也不要在家里放火，你不知道有多少人这样干过。,"Setz dein Haus nicht in Brand, wenn es kalt ist. Du kannst dir gar nicht vorstellen, wie viele Leute das machen.","Não incendeie sua casa nos dias frios, você não faz ideia da quantidade de pessoas que fazem isso.","Ne foutez pas le feu à votre maison quand il fait froid. Non, sérieusement, vous n'avez pas idée du nombre de personnes qui le font.","Если стало холодно, не поджигай дом! Ты не представляешь, сколько людей решают так согреться.",추울 때 집안에 불을 지르지 마십시오. 얼마나 많은 사람들이 그렇게 하는지 모릅니다.
Guard_Interact_2,"The mayor literally pays me in extra work, it's not cool.",,"El alcalde me paga literalmente con trabajo extra, realmente no está bueno.",身为市长我要做的工作反而更多了，这一点也不酷。,"Der Bürgermeister bezahlt mich buchstäblich mit zusätzlicher Arbeit, das ist echt nicht cool.","O prefeito, literalmente, me paga com mais trabalho, isso não é nada legal.",Le maire me paie littéralement en heures supp'. Vraiment pas cool.,"Мэр платит мне дополнительной работой — буквально, и это не радует.",시장은 말 그대로 여분의 일에 돈을 지불합니다. 좋지 않은 일이죠.
Guard_Interact_3,"Believe it or not, this is my natural hair color.",,"Lo creas o no, este es mi color de cabello natural.",信不信由你，我头发天生就是这个颜色。,"Ob du es glaubst oder nicht, das ist meine natürliche Haarfarbe.","Acredite ou não, esta é a cor natural do meu cabelo.","Croyez-le ou non, mais c'est ma couleur de cheveux naturelle.","Как ни странно, это мой естественный цвет волос.","믿거나 말거나, 이것은 제 머리 색깔입니다."
Guard_Interact_4,Best perk of this job: Free sunglasses.,,El mejor beneficio de este trabajo: gafas de sol gratis.,这份工作最好的福利：免费墨镜。,Der beste Vorteil dieses Jobs: Kostenlose Sonnenbrillen.,A melhor parte deste trabalho: Óculos de sol grátis.,Le meilleur avantage de ce boulot : lunettes de soleil gratos.,Главный плюс этой работы — бесплатные солнцезащитные очки.,이 직업의 가장 좋은 특전: 무료 선글라스.
Guard_Interact_5,Are you supposed to be here or what?,,¿Se supone que debas estar aquí o qué?,这里是你该来的地方吗？,Sollst du hier sein oder was?!?,Você deveria estar aqui ou o quê?,Vous êtes censé être ici ?,А тебе здесь можно находиться?,여기에 있어야 하나요?
Guard2_Interact_2,"The mayor literally pays me in extra work, it's not cool.",,"El alcalde me paga literalmente con trabajo extra, realmente no está bueno.",身为市长我要做的工作反而更多了，这一点也不酷。,"Der Bürgermeister bezahlt mich buchstäblich mit zusätzlicher Arbeit, das ist echt nicht cool.","O prefeito, literalmente, me paga com mais trabalho, isso não é nada legal.",Le maire me paie littéralement en heures supp'. Vraiment pas cool.,"Мэр платит мне дополнительной работой — буквально, и это не радует.",시장은 말 그대로 여분의 일에 돈을 지불합니다. 좋지 않은 일이죠.
Guard2_Interact_3,"Believe it or not, this is my natural hair color.",,"Lo creas o no, este es mi color de cabello natural.",信不信由你，我头发天生就是这个颜色。,"Ob du es glaubst oder nicht, das ist meine natürliche Haarfarbe.","Acredite ou não, esta é a cor natural do meu cabelo.","Croyez-le ou non, mais c'est ma couleur de cheveux naturelle.","Как ни странно, это мой естественный цвет волос.","믿거나 말거나, 이것은 제 머리 색깔입니다."
Guard2_Interact_4,Best perk of this job: Free sunglasses.,,El mejor beneficio de este trabajo: gafas de sol gratis.,这份工作最好的福利：免费墨镜。,Der beste Vorteil dieses Jobs: Kostenlose Sonnenbrillen.,A melhor parte deste trabalho: Óculos de sol grátis.,Le meilleur avantage de ce boulot : lunettes de soleil gratos.,Главный плюс этой работы — бесплатные солнцезащитные очки.,이 직업의 가장 좋은 특전: 무료 선글라스.
Guard2_Interact_5,Are you supposed to be here or what?,,¿Se supone que debas estar aquí o qué?,这里是你该来的地方吗？,Sollst du hier sein oder was?!?,Você deveria estar aqui ou o quê?,Vous êtes censé être ici ?,А тебе здесь можно находиться?,여기에 있어야 하나요?
Hacker_Interact_1,Hack the planet!!,,¡¡A hackear el planeta!!,黑客帝国！！,Hacke den Planeten!!,Hackeie o planeta!!,Pirate la planète !!,Хакнем планету!!,행성을 해킹하세요!
Hacker_Interact_2,"I am Anonymous!...  Well, I guess not anymore...",,"¡Soy Anónimo!... Bueno, supongo que ya no...",无人知晓我的行踪！呃，我想我暴露了……,"Ich bin Anonymous!... Nun, jetzt wahrscheinlich nicht mehr...","Sou o Anônimos!... Bem, acho que não mais...","Je suis Anonymous !... Enfin, plus vraiment...","Я из анонимной группы Anonymous!.. Кажется, уже не совсем анонимной…",저는 어노니머스 소속입니다... 이제 더 이상...
Hacker_Interact_3,Could we chat through direct message?  I have social anxiety.,,¿Podríamos chatear por mensaje directo? Tengo ansiedad social.,我们能通过私聊交流吗？我有社交恐惧症。,Könnten wir uns mit privaten Nachrichten unterhalten? Ich habe soziale Ängste.,Podemos conversar por mensagem direta? Sofro de ansiedade social.,On peut chatter en messages directs ? Je souffre d'anxiété sociale.,Напиши мне в сообщения — там поговорим. А то у меня социофобия.,직접 메시지를 통해 채팅할 수 있나요? 저는 사회 불안 장애가 있어요.
Musician_Interact_1,"Who do you think gets more groupies, indie musicians or indie game developers?",,"¿Quién crees que tiene más fanáticos, los músicos independientes o desarrolladores de juegos independientes?",独立音乐家或独立游戏开发者，你说哪个的粉丝更多？,"Wer bekommt mehr Groupies, was glaubst du? Indie-Musiker oder Indie-Spielentwickler?","Quem você acha que tem mais tietes, os músicos independentes ou desenvolvedores de jogo independente?","D'après toi, qui a le plus de groupies : les musiciens indé, ou les développeurs de jeux indé ?","Как думаешь, у кого больше поклонников: у инди-музыкантов или разработчиков инди-игр?",인디 밴드 또는 인디 게임 개발자 중 누가 더 멤버가 많다고 생각하세요?
Musician_Interact_2,I swear I'm big in Japan.,,Juro que soy famoso en Japón.,我发誓，我在日本是大个子。,"Ich schwöre, in Japan bin ich ein Hit.",Juro que sou um sucesso no Japão.,Juré : je suis célèbre au Japon.,"Клянусь, в Японии у меня море фанатов.",저는 일본에서 큰 인물이죠.
Musician_Interact_3,"As a wise man once said in the great Revolution X wars, ""music is the weapon"".",,"Como un hombre sabio dijo una vez en las grandes guerras de la Revolución X, ""la música es el arma"".",有一位智者曾经在伟大的《进化 X 战争》中说过，“音乐就是武器”。,Ein weiser alter Mann sagte einst in den großen Kriegen der Revolution X: „Musik ist die Waffe“.,"Como um sábio havia me dito nas grandes guerras da Revolução X, ""música é a arma"".","Un sage a un jour déclaré dans les grandes guerres de Revolution X : ""la musique est une arme"".","Как сказал мудрец во время великих войн Revolution X, «музыка — это оружие».","현자는 대혁명 X 전쟁에서 ""음악은 무기""라고 말했습니다."
Soldier_Interact_1,"I'd sleep with a gun, but they're really into cuddling and I need my space.",,"Dormiría con una pistola, pero les encanta acurrucarse y yo necesito mi espacio.",我会抱着枪睡觉，但它们太粘人了，我需要自己的空间。,"Ich würde ja mit einer Waffe schlafen, aber die kuscheln so gern und ich brauche meinen Freiraum.","Eu dormiria com uma arma, mas elas costumam se aconchegar e eu preciso do meu espaço.","Je dormirais bien avec un flingue, mais ils adorent les câlins et j'ai besoin de mon espace.","Я бы спал со своей пушкой. Но она очень любит обниматься, а мне нужно больше свободы.","저는 총을 들고 자겠지만, 그들은 정말 껴안고 자고, 저는 공간이 필요합니다."
Soldier_Interact_2,The greatest war... is the one within.  Whoa.,,La mayor guerra... es la que se libra dentro nuestro. Guau.,最伟大的战争，就是内战。哇。,Der größte Krieg... ist der innere. Wow.,A maior guerra... é que ocorre dentro de nós. Uau.,La meilleure des guerres... c'est l'interne. Whoa.,"Величайшая война — так, которая идет внутри. Так вот.",가장 중대한 전쟁은 ... 내부에 있습니다. 우와.
Soldier_Interact_3,I signed on as a soldier to idle around until randos talk to me.  Not disappointed.,,Me apunté como soldado para deambular por ahí hasta que gente al azar me hable. No me decepcioné.,我报名参军，就为了闲逛，直到有人找我说话。从来没失望过。,"Ich wurde Soldat, um herumzulaufen und darauf zu warten, dass Fremde mich ansprechen. Ich wurde nicht enttäuscht.",Eu decidi me alistar como soldado para perambular por aí até que pessoas aleatória falassem comigo. Não me desapontei.,Je suis devenu soldat pour glander à droite et à gauche jusqu'à ce qu'un type lambda vienne me parler. Ça vaut le coup.,"Я пошел в солдаты, чтобы бездельничать, пока кто-нибудь не заговорит со мной. И я не разочаровался.",란도스가 저에게 말할 때까지 주위에 머물며 병사로서 서명했습니다. 실망하지 않았어요.
Soldier_Interact_4,"Shoot to kilt!  I mean, kill!",,"¡Disparen a manchar! Quiero decir, ¡a matar!",射杀！杀杀杀！,"Schieße, um zu flöten! Ich meine töten!",Atire para mamar! Quer dizer... matar!,Tirez pour chiller !... Tuer ! Je voulais dire tuer !,"Стреляй на разложение! В смысле, на поражение!",킬트에게 발사해요! 처치하라구요!
Thief_Interact_1,"The only prize I've never stolen, is the heart of another.  Sigh.",,"El único premio que nunca he robado, es el corazón de otro. Suspiro.",我从未得过手的东西，是爱人的芳心。唉！,"Der einzige Preis, den ich niemals gestohlen habe, ist das Herz eines anderen. Seufz.","O único prêmio que nunca roubei, foi o coração de alguém. Suspiro.","Le seul trésor que je n'ai jamais volé, c'est le cœur d'un autre. Soupir.","Единственное, чего я никогда не крал, — чужое сердце. Эх…",도난 당한 적이 없는 유일한 상은 다른 사람의 마음입니다. 한숨.
Thief_Interact_2,Know what's really hardcore?  Pickpocketing yourself.  Super hard.,,¿Sabes lo que es realmente difícil? Robarte a ti mismo. Súper difícil.,知道什么最难吗？偷自己的包。超难的。,"Weißt du, was wirklich hardcore ist? Sich selbst etwas aus der Tasche zu ziehen. Richtig schwierig.",Sabe o que é barra-pesada de verdade? Bater sua própria carteira. Muito difícil.,Vous savez ce qui est vraiment hardcore ? Se voler soi-même sans s'en rendre compte. Super dur.,"Знаешь что на самом деле чертовски круто? Обчистить свои же карманы. Это очень сложно, поверь.",진정한 하드 코어가 뭔지 아나요? 자신을 기만하고... 슈퍼 하드.
Thief_Interact_3,"When you steal something, at what point does it truly become your own?",,"Cuando robas algo, ¿en qué momento se convierte verdaderamente en tuyo?",你偷东西的时候，它什么时候才会真正成为你的财产呢？,"Wenn du etwas klaust, an welchem Punkt geht es dann wirklich in deinen Besitz über?","Quando você rouba algo, depois de quanto tempo ele se torna seu de verdade?","Quand vous volez quelqu'un, à partir de quel moment peut-on considérer que ce qui est volé vous appartient vraiment ?","Если ты что-то крадешь, в какой момент это становится твоей собственностью?",뭔가를 훔칠 때 어떤 시점에 진정으로 당신 자신의 것이 되나요?
Thief_Interact_4,"I prefer when people don't catch me stealing, it makes things really awkward.",,"Me gusta más cuando la gente no me atrapa robando, porque de otra forma se genera una situación muy incómoda.",我不喜欢偷东西的时候被人逮个正着，这太尴尬了。,"Ich ziehe es vor, wenn die Leute mich nicht beim Stehlen erwischen. Das macht das Ganze irgendwie unangenehm.","Eu prefiro quando as pessoas não me pegam roubando, porque isso deixa um clima bem desconfortável.",Je préfère qu'on ne m'attrape pas la main dans le sac : c'est le genre de truc qui casse vraiment l'ambiance.,"Не люблю, когда меня ловят на краже: получается как-то неловко.",사람들이 제가 훔치는 것을 모를 때가 좋습니다. 정말 어색한 순간이죠.
Thief_Interact_5,"Word of advice, never try to pickpocket a naked person.",,"Un consejo, nunca trates de robar a una persona desnuda.",给你个建议，永远别想掏裸男的包。,"Ein guter Rat: Versuch niemals, einer nackten Person etwas aus der Tasche zu ziehen.","Um conselho, nunca tente bater a carteira de uma pessoa pelada.",Un petit conseil : ne tentez jamais de piquer le portefeuille d'un type nu.,Совет: не пытайся обчистить карманы у обнаженного человека.,"조언의 말씀, 절대로 알몸의 사람을 소매치기하지 마십시오."
Vampire_Interact_1,I wish I could be one of those sexy teen vampires.,,Ojalá pudiera ser uno de esos vampiros adolescentes sexy.,我想变成那种帅帅的吸血鬼美男。,"Ich wünschte, ich könnte einer dieser aufreizenden Teenager-Vampire sein.",Eu queria ser um desses vampiros adolescentes maravilhosos.,J'aimerais tant être un de ces vampires ado sexy.,Эх… был бы я одним из этих сексуальных вампиров-подростков.…,섹시한 사춘기 뱀파이어 중 하나가 되고 싶어요.
Vampire_Interact_2,"Just once, I would love for someone to invite me into their home.",,"Solo por una vez, quisiera que alguien me invitara a pasar a su casa.",只有那么一次，我希望有人能邀请我去他们家做客。,Nur ein einziges Mal würde ich gern von irgendwem zu sich nach Hause eingeladen werden.,"Só uma vez, eu adoraria que alguém me convidasse para sua casa.","J'aimerais bien, pour une fois, que quelqu'un m'invite à entrer.","Хотя бы раз, всего один раз хоть кто-нибудь пригласил меня в дом.","딱 한 번, 누군가가 저를 초대해 주었으면 좋겠어요."
Vampire_Interact_3,"Please don't ask me to turn into a bat, it's really hard on my joints.",,"Por favor, no me pidas que me convierta en un murciélago, es muy malo para mis articulaciones.",请不要让我变成蝙蝠，那对我的关节不好。,"Bitte mich bitte nicht darum, mich in eine Fledermaus zu verwandeln, das ist echt hart für meine Gelenke.","Por favor, não peça que eu me transforma em um morcego, isso faz muito mal a minhas articulações.","S'il vous plait, ne me demandez pas de me changer en chauve-souris. C'est très douloureux au niveau des articulations.","Не проси меня превратиться в летучую мышь, пожалуйста: мои суставы это тяжело переносят.",박쥐로 변하도록 요구하지 마세요. 관절이 너무 아파요.
Vampire_Interact_4,"What is a man?!  A miserable pile of secrets!!...  I'm so sorry, I had to.",,"¡¿Qué es un hombre?! ¡¡Un miserable montón de secretos!!... Lo siento mucho, necesitaba decirlo.",男人是什么？！背负一堆秘密的可怜虫！抱歉，我忍不住。,"Was ist ein Mensch?! Ein erbärmlicher Haufen Geheimnisse!!!... Tut mir leid, das musste sein.","O que é um homem? Uma pilha miserável de segredos!!... Sinto muito, eu tinha que colocar para fora.","Qu'est-ce que l'homme ?! Un misérable tas de secrets !!... Désolé, je n'ai pas pu m'en empêcher.","Что такое человек? Никчемная куча тайн!.. Мне так жаль, но выхода не было.",남자란 무엇입니까?! 비밀의 비참한 더미!!... 정말 미안해요. 하지만 묻고 싶었어요.
Vampire_Interact_5,Who need mirrors when you know you look good?,,¿Quién necesita espejos cuando ya sabes que te ves bien?,知道自己长得帅，镜子还有什么用？,"Wer braucht schon Spiegel, wenn er weiß, dass er gut aussieht?","Quando você sabe que está bem, você não precisa de espelhos!",Pas besoin de miroir quand on sait qu'on a toujours la classe internationale.,"Зачем зеркала, если и так знаешь, что ты неотразим?",스스로 멋지게 보일 때 누가 거울이 필요하겠어요?
Worker_Interact_1,"I work hard for the money, do doo, do doo!",,"Trabajo duro por mi dinero, dum di dum dum!",我努力工作赚钱，干活干活！,"Ich arbeite wirklich hart für mein Geld, da damm, da damm!","Eu trabalhei duro para obter o dinheiro, tan nan nan, tan nan nan!",Tu bosses toute ta vie pour payer ta pierre tombale !,Как мне работается? Как-как… тяжело!,저는 돈을 벌기 위해 열심히 일합니다. 쉬지 않고 계속!
Worker_Interact_2,"I'd love to take a vacation, but to where?  The Gorilla caves?",,"Me encantaría irme de vacaciones, pero ¿a dónde? ¿A las Cuevas gorila?",我想去休个假，但是去哪呢？猩猩洞吗？,"Ich würde gern in den Urlaub fahren, aber wohin? In die Gorillahöhlen?","Eu adoraria tirar férias, mas para onde? A caverna do Gorila?","J'aimerais bien partir en vacances, mais pour aller où ? Dans les grottes des gorilles ?","Мне бы в отпуск, но куда? Сходить в горилью пещеру?","휴가를 즐기고 싶지만, 어디로 가야 하나요? 고릴라 동굴?"
Worker_Interact_3,"My health insurance is garbage, I've had a wrench stuck in my colon for a year!",,"¡Mi seguro de salud es una basura, hace un año que tengo una llave de tuerca atorada en mi colon!",我的健康保险就是垃圾，我的肠子打结都有一年了！,"Meine Krankenversicherung ist Schrott, seit einem Jahr steckt mir ein Schraubenschlüssel im Dickdarm!","Meu plano de saúde é uma porcaria, passei um ano com uma chave de fenda presa em meu cólon!",Mon assurance maladie vaut pas un clou. Je suis resté pendant un an avec une clé à molette coincée dans le fion !,"Моя медстраховка — полная чушь. У меня гаечный ключ в кишке год сидел, пока не вышел!",제 건강 보험은 쓸모 없어요. 1년 동안 대장에 렌치가 박혀 있었어요!
Worker_Interact_4,I wish I could afford to not eat Fud six days a week.,,Desearía poder costear no comer Komida seis días a la semana.,真希望我有钱，不要一周六天都吃杂烩。,"Ich wünschte, ich könnte es mir leisten, nicht sechs Tage die Woche diesen Fraß zu essen.",Eu queria ter condições de parar de comer Rango seus dias por semana.,J'aimerais bien pouvoir me permettre de ne pas bouffer de Bouf six jours par semaine.,"Эх, вот бы питаться чем-то кроме этой жрачки шесть дней в неделю.",푸드를 일주일에 6일 동안 먹지 않을 여유가 있었으면 좋겠어요.
Worker_Interact_5,I work overtime to distract me from thinking about the amount of work I'm doing.,,Trabajo horas extras para distraerme y no pensar en todo lo que estoy trabajando.,我一直加班工作，就是为了让自己不去想我到底干了多少活。,"Ich mache Überstunden, um mich davon abzuhalten, darüber nachzudenken, wie viel Arbeit ich mache.",Faço horas extras para não ficar pesando no tanto que estou trabalhando.,Je fais des heures supp' pour oublier le nombre d'heures de boulot que je me tape.,"Я работаю сверхурочно, чтобы отвлечься от мыслей о том, сколько приходится вкалывать.",제가 하는 일의 양에 대해 생각이 나지 않도록 연장 근무를 합니다.
