STRING_ID,English,Translation,Description,Spanish,Chinese,German,Brazilian,French,Russian,Korean
Help_Lighting,Changes the Lighting setting while testing.  Equivalent to changing Lighting Mode on the Graphics Settings screen.,,,Cambia el ajuste de iluminación durante la prueba. Equivalente a cambiar el modo de iluminación en la pantalla Configuración de gráficos.,变化，同时测试灯设置。相当于图形设置屏幕上不断变化的照明模式。,Ändert die Beleuchtungseinstellung während des Tests. Entspricht Lighting-Modus auf dem Grafikeinstellungen Bildschirm zu ändern.,Altera a configuração de iluminação durante o teste. Equivalente a mudar o modo de Iluminação na tela de Configurações gráficas.,Modifier le réglage de l'éclairage lors des tests. Équivaut à changer le mode d'éclairage sur l'écran Paramètres graphiques.,Изменяет настройку освещения во время тестирования. Эквивалентно изменению режима освещения в разделе настроек графики.,테스트 동안 조명 설정을 변경합니다. 그래픽 설정 화면에 조명 모드 변경에 해당합니다.
Help_Difficulty,"Difficulty setting affects NPC spawn chance (see the 3 ""Spawn Chance"" settings when placing an NPC), as well as other factors, such as what weapon the NPC carries.  This button is for testing purposes only: When a chunk spawns in-game, its difficulty level will be randomized based on settings for the current level.",,,"nivel de dificultad afecta a la APN oportunidad desove (ver la configuración 3 ""freza Oportunidad"" al hacer un NPC), así como otros factores, como qué arma lleva el NPC. Este botón es para propósitos de prueba: Cuando un trozo genera en el juego, su nivel de dificultad serán asignados al azar sobre la base de parámetros del nivel actual.",难度设定影响NPC重生的机会（见3“菌种机会”设置放置一个NPC时），以及其他因素，如全国人大携带什么武器。此按钮仅用于测试目的：当一个块在游戏中产卵，它的难易程度将根据当前关卡设置随机。,"Schwierigkeitsgrad beeinflusst NPC Spawn Chance (siehe die 3 „Spawn Chance“ Einstellungen, wenn ein NPC Platzierung), sowie andere Faktoren, wie zum Beispiel, welche Waffe der NPC tragen. Diese Taste ist nur zu Testzwecken: Wenn ein Stück laicht im Spiel, wird seine Schwierigkeitsgrad basierend auf Einstellungen für das aktuelle Niveau randomisiert werden.","dificuldade afeta NPC chance de desova (veja as configurações 3 ""Spawn acaso"" ao colocar um NPC), bem como de outros fatores, como o que arma o NPC carrega. Este botão é apenas para teste: Quando um pedaço gera no jogo, o seu nível de dificuldade será randomizados com base nas configurações para o nível atual.","Réglage de difficulté affecte la chance d'apparition NPC (voir les 3 paramètres « Spawn Chance » en plaçant un PNJ), ainsi que d'autres facteurs, tels que quelle arme l'APN porte. Ce bouton est uniquement à des fins de test: Lorsqu'un morceau fraye dans le jeu, son niveau de difficulté sera aléatoire en fonction des paramètres du niveau actuel.","Настройка сложности влияет на шанс появления НПС (см. 3 настройки «Шанс появления» при размещении НПС), а также на другие факторы, такие как оружие, что несёт НПС. Эта кнопка предназначена только для тестирования: Когда чанк спавнится в игре, его уровень сложности будет рандомизирован на основе настроек текущего уровня.","난이도 설정은 NPC 스폰 기회 (AN NPC를 배치 할 때 3 ""스폰 기회""설정 참조)뿐만 아니라, 같은 NPC가 수행 무엇을 무기로 다른 요인에 영향을 미친다. 덩어리가 게임 내에서 급부상 때, 그 난이도가 현재 수준에 대한 설정에 따라 무작위 될 것입니다 :이 버튼은 테스트 용으로 만 것입니다."
Help_Campaigns1,Campaigns can be saved to a single file and uploaded to Steam Workshop for others to play.,,,Las campañas pueden ser guardados en un archivo único y subido a Steam Workshop para que otros puedan jugar.,战役可以保存到一个文件中，并上传到创意工坊别人游玩。,"Kampagnen können in einer einzigen Datei gespeichert werden und zur Verfügung gestellt, für andere Steam Workshop zu spielen.",As campanhas podem ser salvos em um único arquivo e enviados para Vapor Oficina para os outros a jogar.,Les campagnes peuvent être enregistrées dans un seul fichier et téléchargé Steam Workshop pour les autres à jouer.,Кампании могут быть сохранены в одном файле и опубликованы в Мастерскую Steam,캠페인은 하나의 파일에 저장하고 재생하는 다른 사람을 위해 워크샵을 증기로 업로드 할 수 있습니다.
Help_Campaigns1_UWP,Campaigns can be saved to a single file.,,,Las campañas pueden ser guardados en un archivo único.,广告活动可以保存到一个文件中。,Kampagnen können in einer einzigen Datei gespeichert werden.,As campanhas podem ser salvos em um único arquivo.,Les campagnes peuvent être enregistrées dans un seul fichier.,Кампания может быть сохранена в одном файл.,캠페인은 하나의 파일에 저장할 수 있습니다.
Help_ChunkPacks1,"When a chunk pack is loaded, its contents will be added to the pool of potential chunks that the game selects from when randomly generating a level.",,,"Cuando se carga un paquete de trozo, su contenido se añadirán a la piscina de trozos potenciales que el juego selecciona a partir de la hora de generar aleatoriamente un nivel.",当一个块组件被装载时，其内容将被添加到该游戏从选择时随机地产生电平的电位区块的池。,"Wenn ein Stück Pack geladen ist, wird sein Inhalt in den Pool der potentiellen Brocken hinzugefügt wird, dass das Spiel von auswählt, wenn zufällig eine Ebene zu erzeugen.","Quando um pacote de fatia é carregado, o seu conteúdo irá ser adicionada ao conjunto de potenciais pedaços que o jogo seleccionam, a partir ao gerar aleatoriamente um nível.","Quand un paquet de morceau est chargé, son contenu sera ajouté à la piscine des morceaux potentiels que le jeu lors de la génération de sélectionne au hasard un niveau.","Когда набор чанков загружается, его содержимое будет добавлено в пул потенциальных чанков, из которого игра выбирает чанки при генерации уровня.","청크 팩이 장착되면, 그 내용은 임의의 레벨을 생성 할 때 게임에서 선택 가능한 청크의 풀에 추가 될 것이다."
Help_ChunkPacks2,"For example, let's say you create a chunk pack with new Casino and Bar chunks. Then you start a new game with the chunk pack loaded. If the game decides to place a Bar or Casino when generating a level, it will choose from either the preexisting chunks, or the new ones that you've added.",,,"Por ejemplo, supongamos que se crea un paquete con el nuevo trozo Casino y trozos de barras. A continuación, se inicia un nuevo juego con el paquete trozo cargado. Si el juego decide colocar una barra o del casino cuando se genera un nivel, será elegir entre cualquiera de los trozos preexistentes, o los nuevos que haya añadido.",例如，假设您创建了新的赌场和酒吧区块一区块包。然后，你开始加载的块组一个新的游戏。如果游戏决定放置一个酒吧或赌场产生一级的时候，它会选择从任何预先存在的块，或者你已经添加了新的。,"Zum Beispiel, sagen wir, Sie ein Stück Pack mit neuen Casino und Bar Brocken erstellen. Dann starten Sie ein neues Spiel mit dem Brocken Pack geladen. Wenn das Spiel eine Bar oder Casino zu platzieren entscheidet, wann ein Niveau zu erzeugen, wird es entweder von den bereits existierenden Stücken oder die neuen wählen, die Sie hinzugefügt haben.","Por exemplo, digamos que você criar um pacote pedaço com o novo Casino e pedaços Bar. Então você começa um novo jogo com o pacote pedaço carregado. Se o jogo decide colocar um bar ou Casino ao gerar um nível, ele vai escolher tanto os pedaços pré-existentes, ou os novos que você adicionou.","Par exemple, supposons que vous créez un pack de morceau avec de nouveaux morceaux Casino et Bar. Ensuite, vous commencez un nouveau jeu avec le pack de morceau chargé. Si le jeu décide de placer un bar ou d'un casino lors de la génération d'un niveau, il choisira soit les morceaux pré-existants, ou les nouvelles que vous avez ajoutés.","Предположим, что вы создаёте набор чанков с новыми чанками казино и бара. Затем вы начинаете новую игру с загруженным набором чанков. Если игра решает разместить бар или казино при генерации уровня, она выберет либо уже существующие чанки, либо новые, которые вы добавили.","예를 들어, 당신은 새로운 카지노와 바 덩어리와 덩어리 팩을 만드는 가정 해 봅시다. 그런 다음로드 청크 팩 새로운 게임을 시작합니다. 수준을 생성 할 때 게임이 바 또는 카지노를 배치하기로 결정하면, 그것은 기존의 덩어리, 또는 추가 한 새 중 하나를 선택합니다."
Help_ChunkPacks3,Chunk Packs can be saved to a single file and uploaded to Steam Workshop for others to play.,,,Paquetes Chunk se pueden guardar en un archivo único y subido a Steam Workshop para que otros puedan jugar.,块包可以保存到一个文件中，并上传到创意工坊别人游玩。,"Chunk Packs können in einer einzigen Datei hochgeladen und gespeichert werden, für andere Steam Workshop zu spielen.",Chunk Packs podem ser salvos em um único arquivo e enviados para Vapor Oficina para os outros a jogar.,Packs Chunk peuvent être enregistrés dans un seul fichier et téléchargé Steam Workshop pour les autres à jouer.,Наборы чанков могут быть сохранены в одном файле и опубликованы в Мастерской Steam,청크 팩은 하나의 파일에 저장하고 재생하는 다른 사람을 위해 워크샵을 증기로 업로드 할 수 있습니다.
Help_ChunkPacks3_UWP,Chunk Packs can be saved to a single file.,,,Paquetes Chunk se pueden guardar en un archivo único.,块包可以保存到一个文件中。,Chunk Packs können in einer einzigen Datei gespeichert werden.,Packs do pedaço podem ser salvos em um único arquivo.,Packs Chunk peuvent être enregistrés dans un seul fichier.,Chunk пакеты могут быть сохранены в одном файле.,청크 팩은 하나의 파일에 저장할 수 있습니다.
,,,,,,,,,,
GameChooses,Game Chooses,,,juego elige,游戏]选择,Spiel entscheidet,jogo Escolhe,jeu choisit,Игра выбирает,게임 선택
DoNothing,Do Nothing,,,Hacer nada,没做什么,Nichts tun,Fazer nada,Ne fais rien,Ничего не делать,아무것도하지 마세요
Idle,Idle,,,Ocioso,闲,müßig,Ocioso,Tourner au ralenti,Стоять на месте,게으른
Guard,Guard,,,Guardia,守护,Bewachen,Guarda,Garde,Охранять,가드
Patrol,Patrol,,,Patrulla,巡逻,Patrouillieren,Patrulha,Patrouille,Патрулировать,순찰
Dance,Dance,,,Danza,舞蹈,Tanzen,Dança,Danse,Танцевать,댄스
IceSkate,Ice Skate,,,Patinar sobre hielo,滑冰,Eislaufen,Patins de gelo,Patin à glace,Кататься на коньках,아이스 스케이트
Swim,Swim,,,Nadar,游泳,Schwimmen,Nadar,Nager,Плавать,수영
ListenToJokeNPC,Listen to Joke,,,Escuchar a broma,听笑话,Hören Sie scherzen,Ouça a piada,Écoutez Joke,Слушать Шутку,농담 듣기
Joke,Joke,,,Broma,玩笑,Scherz,Piada,Blague,Шутка,농담
Sit,Sit,,,Sentar,坐,Sitzen,Sentar,Asseoir,Сидеть,앉다
CuriousObject,Wander Between Objects,,,Vagar entre objetos,漫步对象之间,Schlendern zwischen Objekten,Passeie entre objetos,Entre objets Flânez,Гулять между объектами,객체 사이의 방황
Wander,Wander in Chunk (Owner),,,Pasear en Chunk (propietario),在区块漫步（所有者）,Schweifen in Chunk (Eigentümer),Wander em Chunk (Proprietário),Flânez dans Chunk (propriétaire),Гулять по чанку (Владелец),청크에서 방황 (소유자)
WanderInOwnedProperty,Wander in Chunk (Non-Owner),,,Pasear en Chunk (Non-Manual),徜徉在区块（非业主）,Schweifen in Chunk (Non-Owner),Wander em Chunk (Non-proprietário),Flânez dans Chunk (non-propriétaire),Гулять по чанку (Не владелец),청크에서 방황 (비 소유자)
WanderFar,Wander Through Level,,,Pasear por Nivel,漫步等级,Schlendern Sie durch Ebene,Wander através de nível,Par niveau Flânez,Гулять по уровню,레벨을 통해 방황
Intermittent,Intermittent,,,Intermitente,断断续续的,Wechselnd,Intermitente,Intermittent,Прерывистый,간헐적 인
Constant,Constant,,,Constante,不变,Konstante,Constante,Constant,Постоянный,일정한
WeaponDetector,Weapon Detector,,,Detector de arma,武器探测器,Waffen Detector,Detector arma,arme Détecteur,,무기 감지기
LockedMaterialRandom,Locked,,,bloqueado,锁定,Verschlossen,trancado,Fermé à clé,Заперта,잠금
LockedNormal,Locked (Wood),,,Bloqueado (Madera),锁定（伍德）,Gesperrt (Wood),Bloqueado (de madeira),Verrouillé (bois),Заперта (деревянная),잠금 (나무)
LockedSteel,Locked (Steel),,,Bloqueado (acero),锁定（钢）,Gesperrt (Stahl),Bloqueado (Steel),Verrouillé (acier),Заперта (стальная),잠금 (스틸)
DoorNoEntry,No Entry,,,No hay entrada,禁止入内,Kein Einlass,Entrada proibida,Entrée interdite,Вход воспрещён,출입 불가
LockDetonatorNoRandom,Lock or Detonator or Nothing,,,Bloquear o detonador o Nada,锁定或雷管或没什么,Sperren oder Detonator oder Nichts,Bloquear ou Detonator ou Nada,Verrouiller ou Detonator ou rien,Заперта или Детонатор или Ничего,잠금 또는 기폭 또는 아무것도
DetonatorRandom,Detonator or Nothing,,,Detonador o Nada,雷管或没什么,Detonator oder Nichts,Detonator ou Nada,Détonateur ou rien,Детонатор или Ничего,기폭 또는 아무것도
LockDetonator,Lock or Detonator,,,Bloquear o Detonator,锁定或雷管,Sperren oder Detonator,Bloquear ou Detonator,Verrouiller ou Detonator,Замок или Детонатор,잠금 또는 기폭
Arena,Arena,,,Arena,竞技场,Arena,Arena,Arène,Арена,투기장
PanicRoom,Panic Room,,,Habitación del pánico,房不胜防,Panikraum,Sala do pânico,Salle de panique,Паническая комната,패닉 룸
North,North,,,norte,北,Norden,Norte,Nord,Север,북쪽
South,South,,,Sur,南,Süd,Sul,Sud,Юг,남쪽
East,East,,,Este,东,Osten,Leste,est,Восток,동쪽
West,West,,,Oeste,西方,West,oeste,Ouest,Запад,서쪽
TalkAgent,Talk,,,Hablar,谈论,Sich unterhalten,Falar,Parler,Разговаривать,이야기
,,,,,,,,,,
CompletedCustomCampaign,Completed custom campaign!,,,campaña personalizada completado!,完成了自定义战役！,Abgeschlossene individuelle Kampagne!,campanha personalizada concluída!,campagne terminée sur mesure!,Пользовательская кампания завершена!,완성 맞춤 캠페인!
MultCustomCampaign,Custom Campaign,,,Campaña personalizada,自定义广告系列,Benutzerdefinierte Kampagne,Campanha personalizada,Campagne personnalisée,Пользовательская кампания,맞춤 캠페인
MultChunkPack,Chunk Pack,,,Paquete Chunk,块包,Chunk-Pack,Chunk pacote,Chunk Paquet,Набор чанков,청크 팩
DifferentCustomContent,You don't have the Custom Content that the host is running,,,No tiene el contenido personalizado que ejecuta el host,您没有主机正在运行的自定义内容,"Sie haben nicht den benutzerdefinierten Inhalt, den der Host ausführt",Você não possui o conteúdo personalizado que o host está executando,Vous n'avez pas le contenu personnalisé que l'hôte exécute,"У вас нет пользовательского контента, с которым работает хост",호스트가 실행중인 사용자 정의 컨텐츠가 없습니다
MultCustomContentMenuButton,Add Custom Content,,,Agregar contenido personalizado,添加自定义内容,Benutzerdefinierten Inhalt hinzufügen,Adicionar conteúdo personalizado,Ajouter un contenu personnalisé,Добавить пользовательский контент,맞춤 콘텐츠 추가
RemoveCustomContent,Remove Custom Content,,,Eliminar contenido personalizado,删除自定义内容,Benutzerdefinierten Inhalt entfernen,Remover conteúdo personalizado,Supprimer le contenu personnalisé,Убрать пользовательский контент,맞춤 콘텐츠 제거
CreateMe,Create Me!,,,Crearme,创造我！,Erschaffe mich!,Crie-me!,Créez moi!,Создай меня!,나를 창조하십시오!
PressEscMainMenu,Press Esc to return to the main menu,,,Presione Esc para volver al menú principal.,按Esc返回主菜单,"Drücken Sie Esc, um zum Hauptmenü zurückzukehren",Pressione Esc para retornar ao menu principal,Appuyez sur Echap pour revenir au menu principal.,"Нажмите Esc, чтобы вернуться в главное меню",기본 메뉴로 돌아가려면 Esc 키를 누르십시오
,,,,,,,,,,
Explosive,Explosive,,,Explosivo,爆炸物,explosiv,Explosivo,Explosif,Взрывной,폭발물
Alarm,Alarm,,,Alarma,报警,Alarm,Alarme,Alarme,Тревога,경보
Help_AllowTeleport,"If turned off, players will not be able to teleport in this level.",,,"Si se desactiva, los jugadores no serán capaces de teletransportarse en este nivel.",如果关闭，玩家将无法在这个关卡的瞬移。,"Wenn ausgeschaltet, werden die Spieler nicht in dieser Ebene zu teleportieren können.","Se desligado, os jogadores não será capaz de se teletransportar neste nível.","Si elle est désactivée, les joueurs ne pourront pas se téléporter dans ce niveau.","Если выключено, игроки не смогут телепортироваться на этом уровне.","꺼져있는 경우, 플레이어는이 수준에 텔레포트 할 수 없습니다."
AllowTeleport,Allow Teleport,,,Permitir Teleport,允许瞬移,Lassen Sie Teleportation,permitir Teleport,Autoriser Teleport,Разрешить Телепорт,순간 이동을 허용
CantTeleportCustom,Can't teleport in this area,,,No se puede teletransportarse en esta área,可以在这个区域无法瞬移,Kann nicht in diesem Bereich teleportieren,não pode se teletransportar nesta área,Ne peut pas se téléporter dans ce domaine,Не могу телепортироваться в этой области,이 지역에 텔레포트 할 수 없습니다
ExtraVarString,Extra Variable,,,variable extra,额外的变量,Extra Variable,variável extra,variable supplémentaire,Extra Variable,추가 변수
ExtraVarString2,Extra Variable 2,,,Variable adicional 2,额外的变量2,Extra Variable 2,Variável extra 2,Variable supplémentaire 2,Extra Variable 2,추가 변수 2
ExtraVarString3,Extra Variable 3,,,Variable Extra 3,额外的变量3,Extra Variable 3,Variável Extra 3,Variable supplémentaire 3,Extra Переменный 3,추가 변수 3
EnterLevelTitle,Level Title,,,nivel Título,职称,Level Titel,nível Título,niveau Titre,Уровень Название,레벨 제목
EnterText,Enter Text,,,Ingrese texto,输入文本,Text eingeben,Digite o texto,Entrez du texte,Введите текст,텍스트를 입력
HasText,Has Text,,,tiene texto,有文字,hat Text,tem texto,a texte,Имеет текст,텍스트가
RefreshChunksInLevels,Refresh Levels,,,Niveles de actualización,刷新关卡,Aktualisieren Levels,Níveis de atualização,niveaux d'actualisation,Обновить Уровни,새로 고침 레벨
RefreshChunksInLevelsYesNo,Are you sure you want to refresh the levels that use this chunk? This is necessary if you want the newly updated version to appear in the level.,,,¿Seguro que desea actualizar los niveles que utilizan este trozo? Esto es necesario si desea que la nueva versión actualizada que aparezca en el nivel.,你确定要刷新使用此块的水平？如果你想在新更新的版本出现在水平这是必要的。,"Sind Sie sicher, dass Sie die Ebenen aktualisieren möchten, die diesen Klumpen verwenden? Dies ist notwendig, wenn Sie die neu aktualisierte Version erscheint in der Ebene wollen.",Tem certeza de que deseja atualizar os níveis que usam este pedaço? Isso é necessário se você quiser a versão recém-atualizada para aparecer no nível.,Etes-vous sûr que vous voulez rafraîchir les niveaux qui utilisent ce morceau? Cela est nécessaire si vous voulez que la nouvelle version mise à jour apparaisse dans le niveau.,"Вы уверены, что Вы хотите, чтобы обновить уровни, которые используют этот кусок? Это необходимо, если вы хотите, чтобы вновь обновленная версия появится на уровне.",당신은 당신이 덩어리를 사용하는 수준을 갱신 하시겠습니까? 당신이 새로 업데이트 된 버전은 레벨에 표시하려는 경우에 필요합니다.
RefreshChunksInCampaigns,Refresh Campaigns,,,Campañas de refresco,刷新战役,Refresh-Kampagnen,Atualizar campanhas,Campagnes Actualiser,Обновить кампании,새로 고침 캠페인
RefreshChunksInCampaignsYesNo,Are you sure you want to refresh the campaigns that use this chunk? This is necessary if you want the newly updated version to appear in the campaign.,,,¿Seguro que desea actualizar las campañas que utilizan este trozo? Esto es necesario si desea que la nueva versión actualizada que aparezca en la campaña.,你确定要刷新使用该块战役吗？如果你想在新更新的版本出现在竞选这是必要的。,"Sind Sie sicher, dass Sie die Kampagnen aktualisieren möchten, die diesen Klumpen verwenden? Dies ist notwendig, wenn Sie die neu aktualisierte Version erscheint in der Kampagne wollen.",Tem certeza de que deseja atualizar as campanhas que utilizam este pedaço? Isso é necessário se você quiser a versão recém-atualizada para aparecer na campanha.,Etes-vous sûr que vous voulez rafraîchir les campagnes qui utilisent ce morceau? Cela est nécessaire si vous voulez que la nouvelle version mise à jour apparaisse dans la campagne.,"Вы уверены, что Вы хотите обновить кампании, которые используют этот кусок? Это необходимо, если вы хотите, чтобы вновь обновленная версия появится в кампании.",당신은 당신이 덩어리를 사용하는 캠페인을 새로 하시겠습니까? 당신이 새로 업데이트 된 버전이 캠페인에 표시 할 경우에 필요하다.
RefreshChunksInChunkPacks,Refresh Chunk Packs,,,Los paquetes de actualización Chunk,刷新区块包,Aktualisieren Chunk Pack,Packs Pedaço de atualização,Rafraîchir Packs Chunk,Обновить Chunk пакеты,새로 고침 덩어리 팩
RefreshChunksInChunkPacksYesNo,Are you sure you want to refresh the chunk packs that use this chunk? This is necessary if you want the newly updated version to appear in the chunk pack.,,,¿Seguro que desea actualizar los paquetes del pedazo que utilizan este trozo? Esto es necesario si desea que la nueva versión actualizada que aparezca en el paquete trozo.,你确定要刷新使用此块的块包？如果你想在新更新的版本出现在块包这是必要的。,"Sind Sie sicher, dass Sie die Chunk-Packs aktualisieren möchten, die diesen Klumpen verwenden? Dies ist notwendig, wenn Sie die neu aktualisierte Version erscheinen im Chunk Pack mögen.",Tem certeza de que deseja atualizar os pacotes do pedaço que usam este pedaço? Isso é necessário se você quiser a versão recém-atualizada para aparecer no pacote pedaço.,Etes-vous sûr que vous voulez rafraîchir les paquets de chunk qui utilisent ce morceau? Cela est nécessaire si vous voulez que la nouvelle version mise à jour apparaisse dans le pack de morceau.,"Вы уверены, что Вы хотите, чтобы обновить пакеты порций, которые используют этот кусок? Это необходимо, если вы хотите, чтобы вновь обновленная версия появится в порции пакета.",당신은 당신이 덩어리를 사용하는 덩어리 팩을 갱신 하시겠습니까? 당신이 새로 업데이트 된 버전은 청크 팩에 표시 할 경우에 필요하다.
RefreshLevelsInCampaigns,Refresh Campaigns,,,Campañas de refresco,刷新战役,Refresh-Kampagnen,Atualizar campanhas,Campagnes Actualiser,Обновить кампании,새로 고침 캠페인
RefreshLevelsInCampaignsYesNo,Are you sure you want to refresh the campaigns that use this level? This is necessary if you want the newly updated version to appear in the campaign.,,,¿Seguro que desea actualizar las campañas que utilizan este nivel? Esto es necesario si desea que la nueva versión actualizada que aparezca en la campaña.,你确定要刷新使用此关卡的活动？如果你想在新更新的版本出现在竞选这是必要的。,"Sind Sie sicher, dass Sie die Kampagnen aktualisieren möchten, die dieses Niveau benutzen? Dies ist notwendig, wenn Sie die neu aktualisierte Version erscheint in der Kampagne wollen.",Tem certeza de que deseja atualizar as campanhas que utilizam este nível? Isso é necessário se você quiser a versão recém-atualizada para aparecer na campanha.,Etes-vous sûr que vous voulez rafraîchir les campagnes qui utilisent ce niveau? Cela est nécessaire si vous voulez que la nouvelle version mise à jour apparaisse dans la campagne.,"Вы уверены, что Вы хотите обновить кампании, которые используют этот уровень? Это необходимо, если вы хотите, чтобы вновь обновленная версия появится в кампании.",당신은 당신이이 수준을 사용하는 캠페인을 새로 하시겠습니까? 당신이 새로 업데이트 된 버전이 캠페인에 표시 할 경우에 필요하다.
RefreshChunkPacksInCampaigns,Refresh Campaigns,,,Campañas de refresco,刷新战役,Refresh-Kampagnen,Atualizar campanhas,Campagnes Actualiser,Обновить кампании,새로 고침 캠페인
RefreshChunkPacksInCampaignsYesNo,Are you sure you want to refresh the campaigns that use this chunk pack? This is necessary if you want the newly updated version to appear in the campaign.,,,¿Seguro que desea actualizar las campañas que utilizan este paquete trozo? Esto es necesario si desea que la nueva versión actualizada que aparezca en la campaña.,你确定要刷新使用此块包的活动？如果你想在新更新的版本出现在竞选这是必要的。,"Sind Sie sicher, dass Sie die Kampagnen aktualisieren möchten, die diesen Brocken Pack verwenden? Dies ist notwendig, wenn Sie die neu aktualisierte Version erscheint in der Kampagne wollen.",Tem certeza de que deseja atualizar as campanhas que utilizam este pacote pedaço? Isso é necessário se você quiser a versão recém-atualizada para aparecer na campanha.,Etes-vous sûr que vous voulez rafraîchir les campagnes qui utilisent ce pack de morceau? Cela est nécessaire si vous voulez que la nouvelle version mise à jour apparaisse dans la campagne.,"Вы уверены, что Вы хотите обновить кампании, которые используют этот пакет куска? Это необходимо, если вы хотите, чтобы вновь обновленная версия появится в кампании.",당신은 당신이 덩어리 팩을 사용하는 캠페인을 새로 하시겠습니까? 당신이 새로 업데이트 된 버전이 캠페인에 표시 할 경우에 필요하다.
RefreshedChunkPacksInCampaigns,Refreshed chunk packs:,,,packs chunk Renovados:,装修一新的块组：,Neugestaltete Brocken Pack:,pacotes do pedaço refrescadas:,Rafraîchis packs gros morceau:,Обновленные пакеты порций:,상쾌 덩어리 팩 :
RefreshedChunksInLevels,Refreshed chunks:,,,Renovados trozos:,装修一新的块：,Neugestaltete Brocken:,pedaços atualizados:,morceaux rafraîchis:,Обновлённые глыбы:,상쾌 덩어리 :
RefreshedChunksInCampaigns,Refreshed chunks:,,,Renovados trozos:,装修一新的块：,Neugestaltete Brocken:,pedaços atualizados:,morceaux rafraîchis:,Обновлённые глыбы:,상쾌 덩어리 :
RefreshedLevelsInCampaigns,Refreshed levels:,,,Renovados los niveles:,装修一新的水平：,Neugestaltete Ebenen:,níveis atualizados:,niveaux rafraîchis:,Обновлённые уровни:,상쾌 수준 :
RefreshedChunksInChunkPacks,Refreshed chunks:,,,Renovados trozos:,装修一新的块：,Neugestaltete Brocken:,pedaços atualizados:,morceaux rafraîchis:,Обновлённые глыбы:,상쾌 덩어리 :
RefreshedChunkPacks,Refreshed chunk packs:,,,packs chunk Renovados:,装修一新的块组：,Neugestaltete Brocken Pack:,pacotes do pedaço refrescadas:,Rafraîchis packs gros morceau:,Обновленные пакеты порций:,상쾌 덩어리 팩 :
ChunkPackModeButton,Exclude standard chunks,,,Excluir trozos estándar,排除标准块,Ausschließen Standard chunks,Excluir pedaços padrão,Exclure des morceaux standards,Исключить стандартные куски,표준 덩어리 제외
ChunkPackModeButton_Instr,Warning: Will not work if chunk packs do not include enough variety to create the level,,,Advertencia: no funcionará si los paquetes del pedazo no incluyen una variedad suficiente para crear el nivel,警告：将无法正常工作，如果块包不包括足够的品种，以创建水平,"Achtung: Wird nicht funktionieren, wenn chunk Packs enthalten nicht genügend Abwechslung um das Level zu schaffen",Aviso: não vai funcionar se os pacotes do pedaço não incluem variedade suficiente para criar o nível,Avertissement: ne fonctionnera pas si les paquets de chunk ne comprennent pas assez de variété pour créer le niveau,"Предупреждение: Не буду работать, если порции пакеты не включают в себя достаточное разнообразие, чтобы создать уровень",경고 : 작업 청크 팩 수준을 만들 수있는 충분한 다양성을 포함하지 않는하지 않는 경우
NotEnoughChunkPack,Chunk packs don't include enough chunk variety to create the level,,,Chunk paquetes no incluyen suficiente variedad trozo para crear el nivel,块包不包括足够的区块各种创建水平,Chunk-Pack enthält nicht genug Brocken Vielfalt das Level zu schaffen,embalagens do pedaço não incluem o suficiente variedade pedaço para criar o nível,packs Chunk ne comprennent pas assez de variété morceau pour créer le niveau,"Chunk пакеты не включают в себя достаточное разнообразие куска, чтобы создать уровень",청크 팩 수준을 만들 수있는 충분한 청크 다양한 포함되어 있지 않습니다
LoadChunkPacksToCampaignButton,Chunk Packs,,,Paquetes Chunk,块包,Chunk Pack,Packs do pedaço,Packs Chunk,Chunk пакеты,덩어리 팩
ExtractChunkPacks,Extract Chunk Packs,,,Paquetes de extracto de Chunk,提取物区块包,Extrakt Chunk Pack,Packs extrato Chunk,Extrait Packs Chunk,Экстракт Chunk пакеты,추출 덩어리 팩
ExtractChunkPacksYesNo,Are you sure you want to extract chunk packs? This will save all of the user-created chunk packs in this campaign to:,,,¿Seguro que desea extraer los paquetes del pedazo? Esto ahorrará todos los paquetes del pedazo creados por el usuario en esta campaña a:,你确定你要提取块包？这将保存所有的用户创建的块包在这一运动：,"Sind Sie sicher, dass Sie Brocken Packs extrahiert werden soll? Dies wird alle des vom Benutzer erstellten Chunk-Packs in dieser Kampagne speichern zu:",Tem certeza de que deseja extrair pacotes do pedaço? Isto vai poupar todos os pacotes do pedaço criados pelo usuário nesta campanha para:,Etes-vous sûr que vous voulez extraire les paquets de gros morceau? Cela permettra d'économiser tous les paquets de gros morceaux créés par l'utilisateur dans cette campagne:,"Вы уверены, что Вы хотите, чтобы извлечь порции пакетов? Это позволит сохранить все созданных пользователем пакетов порций в этой кампании, чтобы:",당신은 당신이 덩어리 팩을 추출 하시겠습니까? 이것은이 캠페인에서 사용자가 생성 한 덩어리 팩을 모두 저장합니다 :
ExtractedChunkPacks,Extracted chunk packs:,,,packs chunk extraídos:,提取块包：,Extrahiert chunk packs:,pacotes do pedaço de extracção:,packs Chunk: extraits,Извлеченные пакеты порций:,추출 된 덩어리 팩 :
ExtractedNoChunkPacks,Didn't extract any chunk packs,,,No se extrajeron los paquetes del pedazo,未提取任何块包,Hat keine Klumpen Packs extrahieren,não extrair quaisquer pacotes do pedaço,N'a pas extraire des paquets de gros morceau,Не извлечь любой фрагмент пакеты,어떤 덩어리 팩을 추출하지 않았나요
