STRING_ID,English,Translation,Description,Spanish,Chinese,German,Brazilian,French,Russian,Korean
BQC_Thief,"Pickpocket without being noticed, start with Skeleton Key and Safe-Cracking Tool",,,"Roba a alguien sin que te noten, comienza con la Llave maestra y la Herramienta para abrir cajas fuertes",掏包时不会被发现，开局拥有万能钥匙和保险箱开启工具。,"Begehe Taschendiebstähle, ohne bemerkt zu werden, beginne mit Generalschlüssel und Werkzeug zum Tresor-Knacken","Realize furtos sem ser notado, comece com a Chave-Mestra e Ferramenta de Arrombamento de Cofre",Vous pouvez pickpocket sans vous faire remarquer. Vous commencez avec un Passe-partout et une Foreuse à coffre,"Незаметные карманные кражи, начинаешь с ключом от всех дверей и устройством для взлома сейфов","눈치 채지 못하게 주머니를 뒤지고, 해골 키 및 안전 균열 도구로 시작합니다."
BQC_Wrestler,"Greater damage from thrown objects, anyone can be challenged to a fight",,,"Mayor daño con objetos arrojados, puedes desafiar a cualquiera a una pelea",投掷物体造成的伤害更高，可以向任何人挑衅打架,"Größerer Schaden durch geworfene Gegenstände, jeder kann zum Kampf herausgefordert werden","Danos maiores por objetos jogados, qualquer pessoa pode ser desafiada para uma luta",Les objets jetés infligent plus de dégâts. N'importe qui peut être défié,"Выше урон от брошенных предметов, любого можно вызвать на бой",던진 개체의 데미지가 크므로 누구나 싸움에 도전할 수 있습니다.
BQC_Athlete,"Faster Charge attack, Charge is much more powerful, Charge does not cause you to fall when you hit a wall",,,"Ataque de carga más rápido, la carga es mucho más potente, la carga no causa que te caigas cuando golpeas una pared",冲锋攻击速度更快，伤害更高，撞墙时不会导致冲锋失败,"Schnellerer Angriff, Angriff ist stärker, du fällst beim Angreifen nicht, wenn du in eine Wand läufst","Ataque de Carga mais rápido, a Carga é muito mais poderosa, a Carga não faz com que você caia ao acertar uma parede","Charge est plus rapide, plus puissante et ne vous fait pas tomber par terre quand vous foncez dans un mur","Ускоренная зарядка, более мощная заряженная атака, «зарядив» ударом в стену, не падаешь",더 빨리 충전 공격하고 충전은 훨씬 강력합니다. 벽에 공격할 때 충전으로 인해 떨어지지 않습니다.
BQC_Comedian,Jokes are always successful,,,Las bromas siempre tienen éxito,笑话保证百分百成功,Witze sind immer erfolgreich,As piadas são sempre um sucesso,Les blagues réussissent toujours,Шутки всегда удачные,농담은 항상 성공적입니다.
BQC_Slavemaster,"Ideological Clash is removed, people don't get annoyed at you enslaving others, Slaves don't mutiny, bigger explosions",,,"Se elimina el Choque ideológico, la gente no se enfada si esclavizas a otros, los esclavos no se amotinan y las explosiones son más grandes",意识形态冲突已移除，人们不会因为你奴役他人而感到恼怒，奴隶也不会暴动；爆炸范围更大,"Der ideologische Konflikt verschwindet, die Leute sind nicht genervt, wenn du andere versklavst, Sklaven meutern nicht, größere Explosionen.","Confronto ideológico é removido, ninguém se incomoda se você escravizar outras pessoas. Escravos não se revoltam, explosões são maiores","L'affrontement idéologique est supprimé, la mise en esclavage n'offusque personne, les esclaves ne se rebellent pas, les explosions sont plus importantes","Идеологические разногласия отключены: люди больше не ненавидят тебя за порабощение других, рабы не восстают, взрывы становятся мощнее",이념의 갈등은 사라지고 사람들은 당신이 다른 사람들을 노예로 삼아도 불편해하지 않습니다. 노예는 반란을 일으키지 않고 더 큰 폭발을 일으킵니다
BQC_Soldier,"Higher Accuracy, free refills at the Ammo Dispenser and Loadout-O-Matic",,,"Mayor precisión, recargas gratuitas en el dispensador de municiones y el Carga-mático",精准度更高，可以在弹药箱和初始装备贩卖机免费补充,"Höhere Genauigkeit, kostenloses Nachfüllen bei Munitionsverteilern und Verteilern","Precisão maior, recargas grátis no Reservatório de Munição e Robô de Equipamentos",Meilleure précision. Recharges gratuites du Distributeur de munitions et du Distributeur de chargement,"Повышенная точность, бесплатное пополнение в раздатчике боеприпасов и диспенсере","탄약 보급기와 로드아웃오매틱에서 정확도 향상, 탄약 무료 보급"
BQC_Cannibal,"Cannibalize faster, gain more health from Cannibalize, people don't get Annoyed when you Cannibalize",,,"Canibaliza más rápido, gana más salud canibalizando, las personas no se molestan cuando te ven canibalizar",更快进食尸体，从中获取更多生命值，你进食尸体的时候不会打扰别人,"Kannibalisieren geht schneller, du gewinnst beim Kannibalisieren mehr Gesundheit und die Leute stört es nicht, wenn du kannibalisierst","Canibalize mais rapidamente, ganhe mais energia pela Canibalização, as pessoas não ficam irritadas por você está canibalizando",Cannibaliser est plus rapide et rend plus de santé. Les personnes ne sont pas ennuyées quand vous utilisez Cannibaliser,"Съедаешь тела быстрее и получаешь при этом больше здоровья, никто не раздражается, видя людоедство",더 빨리 먹어 치우고 더 많은 헬스를 얻습니다. 사람들은 시체를 먹을 때 신경 쓰지 않습니다.
BQC_Vampire,"Bite faster, gain more health from Bite, people don't get Annoyed when you Bite others, Bite when your health is full",,,"Muerde más rápido, gana más salud con la Mordedura, las personas no se molestan cuando te ven mordiendo a otros, puedes morder incluso cuando tu salud está completa",啃咬更快，从啃咬获取更多生命值，人们不会因为你啃咬别人而生气，生命值满时也可以啃咬,"Du kannst schneller beißen, du gewinnst beim Beißen mehr Gesundheit, die Leute stört es nicht, wenn du andere beißt, beiße auch, wenn deine Gesundheit voll ist","Morda mais rápido, ganhe mais energia por Mordida, as pessoas não ficam irritadas por você morder os outros, Morda quando sua energia estiver cheia","Morsure est plus rapide, rend plus de santé et peut être utilisée quand votre santé est pleine. Les gens ne sont pas ennuyés quand vous utilisez Morsure sur d'autres","Кусаешь быстрее и получаешь при этом больше здоровья, никто не раздражается, видя, как ты кусаешь других, можно кусать с полным здоровьем","더 빨리 물고, 더 많은 헬스를 얻습니다. 다른 사람들을 물어 뜯을 때 사람들은 신경 쓰지 않습니다. 헬스가 꽉 차면 뭅니다."
BQC_Assassin,"Camouflage doesn't end when bumping into people, failing backstabs or taking damage",,,"El camuflaje no termina cuando chocas contra otros, cuando fallas puñaladas por la espalda o cuando recibes daño",在撞到别人、背刺失败或受到伤害时伪装不会失效,"Die Tarnung verschwindet nicht, wenn du Personen anrempelst, Stiche in den Rücken schiefgehen oder du Schaden erleidest","A camuflagem não termina quando você esbarra nas pessoas, não consegue apunhalar pelas costas ou recebe dano","Camouflage n'est pas interrompu quand vous touchez d'autres personnes, manquez une Frappe sournoise ou subissez des dégâts","Действие камуфляжа не заканчивается после столкновения с людьми, неудачных атак со спины и получении урона",사람들을 만나고 데미지를 입고 뒤통수를 공격할 때 위장은 끝나지 않습니다.
BQC_Scientist,"Research Gun causes negative status effects, starts with a bunch of fun consumables",,,"El Arma experimental causa efectos de estado negativos, comienza con un puñado de divertidos consumibles",实验枪可以造成负面状态效果，开局拥有一些好玩的消耗品。,"Forschungsgewehr löst negative Statuseffekte aus, beginnt mit ein paar lustigen Verbrauchsgütern","A Arma Experimental causa efeitos de estado negativo, começa com alguns Consumíveis divertidos",Flingue expérimental inflige des effets particuliers négatifs. Démarre avec un lot de consommables amusants,"Экспериментальное оружие дает отрицательные статусные эффекты, начинаешь с кучей забавных расходников","리서치 건은 부정적인 상태 효과를 일으키며, 재미 있는 소모품으로 시작합니다."
BQC_WerewolfB,"Werewolf effect lasts longer, lower cooldown, no dizziness, higher speed and damage as Werewolf",,,"El efecto de hombre lobo dura más tiempo, menor tiempo de enfriamiento, sin mareo, mayor velocidad y daño como hombre lobo",狼人效果持续时间更长，冷却时间更短，不会出现眩晕，化身狼人形态时的速度和伤害会更高,"Der Werwolf-Effekt hält länger an, kürzere Abklingzeit, keine Schwindelgefühle, höhere Geschwindigkeit und mehr Schaden als Werwolf","O efeito do lobisomem dura mais, a contagem regressiva é menor, não há atordoamento, maior velocidade e dano como Lobisomem","Loup-garou dure plus longtemps, se recharge plus rapidement et n'entraîne pas d'étourdissement. Vitesse et dégâts augmentés en forme de Loup-garou","Эффект вервольфа длится дольше, меньшее время восстановления, нет головокружения, скорость и урон в облике вервольфа выше","워울프 효과는 오래 지속되고 쿨다운 시간은 짧아지며, 어지러움이 없고 속도와 데미지가 높아집니다"
BQC_Firefighter,"Fire doesn't damage you, Water Cannon doesn't need refills, destroys bullets, and does tons of knockback",,,"El fuego no te daña, el Cañón de agua no necesita recargas, destruye balas y causa toneladas de retroceso",火焰不会伤害你，防暴水枪不需要补充，可以摧毁子弹并造成大量击退,"Feuer fügt dir keinen Schaden zu, Wasserkanone muss nicht aufgefüllt werden, zerstört Kugeln und verursacht riesige Rückstöße","O fogo não danifica você, o Canhão de Água não precisa ser recarregado, destrói balas e causa bastante recuo","Le feu ne vous endommage pas. Le Canon à eau n'a pas besoin d'être rechargé, détruit les balles et repousse violemment","Огонь не вредит, водомет не нужно заправлять, он уничтожает пули и дает огромную отдачу",불은 당신을 해치지 않습니다. 물대포는 탄약 공급이 필요 없고 총알을 파괴하며 많은 양의 넉백을 합니다.
NoCustomCharacters,No Custom Characters,,,Sin personajes personalizados,无自定义角色,Keine angepassten Spielfiguren,Nenhum Personagem Personalizado,Pas de personnage personnalisé,Без настраиваемых персонажей,커스텀 캐릭터 없음
D_NoCustomCharacters,Disallows custom characters.  Intended for open multiplayer games.,,,Prohíbe los personajes personalizados. Pensado para partidas multijugador abiertas.,不允许自定义角色。可用于公开多人游戏。,Verbietet angepasste Spielfiguren. Für offene Mehrspieler-Spiele gedacht.,Desativa os personagens personalizados. Destinados para abrir jogos multijogador.,Désactive les personnages personnalisés. Prévu pour les parties ouvertes en multijoueur.,Запрещает использование настраиваемых персонажей. Предназначено для открытых мультиплеерных игр.,커스텀 캐릭터를 허용하지 않습니다. 멀티플레이어 게임을 위한 것입니다.
ZombiesWelcome,Zombies Welcome,,,Bienvenidos los zombis,欢迎僵尸,Zombies willkommen,Boas-vindas aos Zumbis,Zombis bienvenus,"Добро пожаловать, зомби!",좀비 환영
D_ZombiesWelcome,Zombies are welcome amongst the normal population.,,,Zombies son bienvenidos entre la población normal.,正常人群中欢迎僵尸。,Zombies sind unter der normalen Bevölkerung willkommen.,Os zumbis são bem vindos entre a população normal.,Les Zombis sont les bienvenus parmi la population normale.,Обычное население спокойно относится к зомби.,정상적인 사람들이 좀비를 환영합니다.
SupercopsReplaceCops,Supercop Land,,,Tierra de Superpolis,超级警察地盘,Land der Superpolizisten,Terra de Super Policiais,Territoire des Super flics,Земля суперкопов,슈퍼캅 랜드
D_SupercopsReplaceCops,All Cops are replaced with Supercops.,,,Todos los policías son reemplazados por superpolis.,所有警察都会被超级警察取代。,Alle Polizisten werden durch Superpolizisten ersetzt.,Todos os Policiais são substituídos por Super Policiais.,Tous les Policiers sont remplacés par des Super flics.,Все копы заменены на суперкопов.,모든 경찰은 슈퍼캅으로 교체됩니다.
MoneyRewards,Money Rewards,,,Recompensas de dinero,金钱奖励,Geldbelohnungen,Recompensa em Dinheiro,Récompenses pécuniaires,Денежные награды,금전 보상
D_MoneyRewards,Money is always given as a reward for completing missions.,,,Siempre se entrega dinero como recompensa por completar misiones.,完成任务总能获得金钱奖励。,Als Belohnung für das Ausführen von Missionen gibt es immer Geld.,Você sempre recebe dinheiro como recompensa por conclusão missões.,De l'argent est toujours donné en récompense des missions accomplies.,В качестве награды за выполнение заданий деньги даются всегда.,돈은 항상 임무 완수에 대한 보상입니다.
GorillaTown,Ape Town,,,Ciudad Simio,猿人城,Stadt der Affen,Cidade dos Macacos,Le Chimp,Город обезьян,원숭이 마을
D_GorillaTown,"Everyone appears as a gorilla, though this has no effect on gameplay.",,,"Todos se ven como gorilas, pero esto no tiene efecto sobre el juego.",每个人都会变成大猩猩的样子，不过这对游戏没有影响。,"Alle sehen aus wie Gorillas, das hat aber keinen Einfluss auf den Spielverlauf.","Todos aparecem como um gorila, embora isso não tenha efeito no jogo.",Tout le monde a une apparence de gorille. Aucune autre influence sur le jeu.,"Все выглядят как гориллы, но это не влияет на игровой процесс.",게임 플레이에는 영향을 주지 않지만 모두가 고릴라로 나타납니다.
ManyWerewolf,Many Werewolves,,,Hombre lobo,狼人,Werwolf,Lobisomem,Loup-garou,Вервольф,늑대 인간
D_ManyWerewolf,Werewolves appear randomly amongst the normal populace.,,,Aparecen hombres lobo aleatoriamente entre la población normal.,狼人会在普通民众中随机出现。,Werwölfe erscheinen zufällig unter der normalen Bevölkerung.,Lobisomens aparecem aleatoriamente entre a população normal.,Les loups-garous apparaissent au hasard parmi la population normale.,Среди обычного населения случайным образом появляются вервольфы.,워울프는 일반 대중 사이에서 랜덤하게 나타납니다.
MeleeCombatLegal,Legal Melee,,,Combate cuerpo a cuerpo legal,合法近战,Legaler Nahkampf,Ataque Físico Legal,Corps-à-corps légal,Разрешенный ближний бой,합법적인 근접 공격
D_MeleeCombatLegal,All melee combat is legal.,,,Todo combate cuerpo a cuerpo es legal.,所有近战战斗都是合法的。,Alle Nahkämpfe sind legal.,Todo combate por ataque físico é legal.,Tous les combats au corps-à-corps sont légaux.,Ближний бой становится легальным.,모든 근접 공격 전투는 합법적입니다.
HighCost,High Costs,,,Inflación,高成本,Hohe Kosten,Alto Custo,Inflation,Высокие расходы,높은 비용
D_HighCost,Everything costs more money,,,Todo cuesta más dinero,所有物品都会花费更多,Alles kostet mehr Geld,Tudo custa mais caro,Tout coûte plus d'argent,Все цены повышены.,모든 것은 돈을 지불해야 합니다
AssassinsEveryLevel,Assassination Nation,,,Asesinotopía,刺杀国度,Nation der Attentäter,Nação de Assassinatos,Nation d'assassins,Страна убийц,암살 국가
D_AssassinsEveryLevel,Assassins appear every level.,,,Aparecen asesinos en todos los niveles.,每一层都会出现刺客。,Attentäter erscheinen in jedem Level.,Os assassinos aparecem em todos os níveis.,Des assassins apparaissent à tous les niveaux.,Убийцы появляются на каждом уровне.,암살자는 모든 레벨에서 나타납니다
DoctorsMoreImportant,Doctors are Important,,,Los medicos importan,医生很重要,Ärzte sind wichtig,Médicos são Importantes,Les docteurs sont nos amis,"Врачи важны, врачи нужны",의사는 중요합니다
D_DoctorsMoreImportant,"Health items are less effective, but doctors are cheaper and more common.",,,"Los artículos de salud son menos efectivos, pero los médicos son más baratos y más comunes.",生命值物品的效果变差，但医生的费用更便宜，也更常见。,"Gesundheitsgegenstände sind weniger wirksam, doch Ärzte sind günstiger und kommen häufiger vor.","Os itens de energia são menos eficazes, mas os médicos são mais baratos e mais comuns.","Les objets de santé sont moins efficaces, mais les docteurs sont moins chers et plus courants.","Лечащие предметы менее эффективны, но врачи встречаются чаще, а их услуги стоят дешевле.","헬스 아이템은 효과가 낮지만, 의사는 저렴하고 더 일반적입니다."
BigKnockbackForAll,Big Knockback,,,Gran retroceso,猛烈击退,Starker Rückstoß,Grade Recuo,Cassage de bouche,Повышенная отдача,빅 넉백
D_BigKnockbackForAll,More knockback is applied to all hits.,,,Todos los golpes causan más retroceso.,所有的攻击命中都能带来更猛烈的击退。,Bei allen Treffern gibt es einen stärkeren Rückschlag.,Os golpes causam mais recuo.,Les coups font reculer plus loin.,Все удары дают усиленную отдачу.,더 많은 넉백이 모든 공격에 적용됩니다.
NoCowards,No Cowards,,,Sin cobardes,没有懦夫,Keine Feiglinge,Sem Covardia,Pas de lâche,Трусов нет,겁쟁이 없음
D_NoCowards,People will never run from battles after starting combat.,,,Nadie huye de las batallas.,人们永远不会逃离战斗。,Leute laufen niemals vor Kämpfen davon.,As pessoas nunca fugirão de batalhas.,Les personnes ne fuient jamais les combats.,Никто не сбегает в бою.,사람들은 결코 전투에서 뛰지 않습니다.
CannibalsDontAttack,Neutral Cannibals,,,Caníbales neutrales,食人者中立,Neutrale Kannibalen,Canibais Neutros,Cannibales neutres,Нейтральные каннибалы,중립 식인종
D_CannibalsDontAttack,Cannibals are no longer initially hostile.,,,Los caníbales ya no son inicialmente hostiles.,食人者刚开始时不会再抱有敌意。,Kannibalen sind nicht mehr von Anfang an feindselig.,Os canibais não começam hostis.,Les cannibales ne sont plus hostiles d'emblée.,Каннибалы изначально не враждебны.,식인종은 처음에는 더 이상 적대적이지 않습니다.
SuperSpecialCharacters,Super Special Abilities,,,Habilidades super especiales,超级特殊能力,Superbesondere Fähigkeiten,Habilidades Super Especiais,Super capacités spéciales,Суперспособности,초특급 능력
D_SuperSpecialCharacters,"Enables the ""Super"" versions of characters for the whole game.  Only works after the character's Big Quest has been completed and a new game started.  Non-custom characters only.",,,"Habilita las versiones ""Super"" de personajes para todo el juego. Solo funciona una vez completada la Gran Misión del personaje e iniciado un nuevo juego. Solo caracteres no personalizados.",为整个游戏启用角色的“超级”版本。只在角色的大任务完成且新游戏开始后生效。仅限非自定义字符。,"Aktiviert die „Super“-Versionen der Spielfiguren für das ganze Spiel. Funktioniert nur, nachdem die Große Aufgabe der Spielfigur gemeistert und ein neues Spiel gestartet wurde. Nur nicht benutzerdefinierte Zeichen.","Ativam as versões ""Super"" dos personagem de todo o jogo. Só funciona depois que a a Grande Missão do personagem for concluída e um novo jogo for iniciado. Apenas caracteres não personalizados.","Active les versions ""Super"" des personnages pendant toute la partie. Fonctionne uniquement une fois la Grosse quête des personnages accomplie et au démarrage d'une nouvelle partie. Caractères non personnalisés uniquement.",Включает суперверсии персонажей на всю игру. Сначала необходимо выполнить основную миссию персонажа и начать новую игру. Только нестандартные символы.,"전체 게임에서 ""슈퍼"" 버전 캐릭터를 활성화합니다. 캐릭터의 빅 퀘스트가 완료되고 새로운 게임이 시작된 후에 ​​작동합니다. 비 맞춤 문자 만."
SpeedRun,Speedrun Mode,,,Modo speedrun,速通模式,Speedrun-Modus,Modo Contra o Tempo,Mode Speedrun,Режим быстрого прохождения,스피드런 모드
D_SpeedRun,Changes a bunch of settings to level the playing field for speedrunners,,,Modifica algunas configuraciones para emparejar el juego para quienes quieren batir récords de tiempos,更改一系列设置，开启这个突变以保证速通的公平性。（你将不能使用ATM机等会导致竞争不公平的设施，从而使每个玩家都在同样的起点）,"Ändert eine Reihe von Einstellungen, um das Spielfeld für Speedrunner zu verbessern",Muda várias configuração para nivelar o campo de jogo para as pessoas que jogam contra o tempo,Change un tas de paramètres pour ajuster le terrain de jeu pour les speedrunners,"Изменяет кучу настроек, чтобы освободить игровое поле для любителей прохождения на скорость",스피드 러너의 경기장을 평평하게 만들기 위해 설정을 변경합니다
NoLimits,No Limits,,,Sin límite,无限制,Ohne Einschränkungen,Sem Limite,Pas de limites,Без ограничений,제한 해제
D_NoLimits,"Limitations removed from a number of objects, items and traits to allow for extreme exploits, grinding and min-maxing",,,"Se eliminan los límites de ciertos objetos y rasgos para permitir todo tipo de trucos («grinding, min-máx, exploits», etc.)",许多物体、物品和特征都解除了限制，以允许进行极端的利用、磨削以及最小-最大化,"Einschränkungen wurden von einer Reihe Objekte, Gegenstände und Eigenschaften entfernt, um extreme Heldentaten, Schuften und Min-Maxing zu ermöglichen.","Limites removidos de vários objetos, itens e características para permitir proezas, triturações e maximizações extremas",Les limites ont été supprimées pour un certain nombre d'objets et de traits pour les exploits extrêmes et assurer au maximum,"Сняты ограничения с некоторых предметов и особенностей для облегчения прохождения игры, гринда и улучшения персонажа","극한의 파밍, 그라인딩, 한계 돌파를 위해 물건, 아이템, 특성의 제한이 사라집니다"
,,,,,,,,,,
KilledKillerRobot,Terminator,,,Terminator,终结者,Terminator,Exterminador,Terminator,Терминатор,터미네이터
D_KilledKillerRobot,Kill the Killer Robot,,,Mata al robot asesino,击杀杀人机器人,Töte den Mörderroboter,Mate o robô assassino,Tuez le robot tueur,Убить робота-убийцу,킬러 로봇 처치
FoundAlien,True Believer,,,Ufólogo,真正的信徒,Wahrer Gläubiger,Crente de Verdade,Roswell,Истинно верующий,진정한 신자
D_FoundAlien,Find the Alien,,,Encuentra al extraterrestre,找到外星人,Finde das Alien,Encontre o Extraterrestre,Trouvez l'extraterrestre,Найти инопланетянина,외계인 찾기
RefrigeratorRun,Fast Food,,,Comida rápida,快餐,Fast Food,Lanchinho Rápido,Macdalle,Быстрое питание,패스트푸드
D_RefrigeratorRun,"Make a Refrigerator ""Run""",,,"Haz ""andar"" a un refrigerador",让冰箱“动起来”,Bring einen Kühlschrank zum „Laufen“,"Faça um Refrigerador ""Correr""","Faites ""marcher"" un réfrigérateur",Заставить холодильник бежать,"냉장고 ""실행"" 만들기"
KillVampireAsWerewolf,Creature Feature,,,Guerra de Inframundo,生物特征,Kampf der Kreaturen,Melhor Criatura,Suceur contre prédateur,Фильм ужасов,생명체 기능
D_KillVampireAsWerewolf,Kill a Vampire while playing a Werewolf,,,Mata a un vampiro mientras juegas como hombre lobo,在玩狼人时杀死一个吸血鬼,"Töte einen Vampir, während du einen Werwolf spielst",Mate um Vampiro enquanto joga com um Lobisomem,Tuez un Vampire en jouant un Loup-garou,"Убить вампира, играя вервольфом",워울프 게임을 하는 동안 뱀파이어를 처치합니다.
FallOffLevelEdge,Flat Earther,,,Tierraplanista,地球是平的,Flache Erde,Terra Plana,Pour voir les éléphants,Плоская земля,플랫 어셔
D_FallOffLevelEdge,Fall off the edge of the map,,,Cae fuera del borde del mapa,从地图边缘掉下去,Verlasse den Rand der Karte,Caia das bordas do mapa,Tombez du bord de la carte,Упасть с края карты,맵 경로 이탈
CreateCustomCharacter,Creative Genius,,,Genio creativo,创意天才,Kreatives Genie,Gênio Criativo,Génie créatif,Творческий гений,창조적인 천재
D_CreateCustomCharacter,Create a custom character,,,Crear un personaje personalizado,创建一名自定义角色,Erstelle eine angepasste Spielfigur,Crie um personagem personalizado,Créez un personnage personnalisé,Создать своего персонажа,커스텀 캐릭터 만들기
PutResurrectionInWater,Fountain of Life,,,Fuente de la vida,生命之泉,Quelle des Lebens,Fonte da Vida,Fontaine de vie,Фонтан жизни,인생의 샘
D_PutResurrectionInWater,Poison a water body with Resurrection Shampoo,,,Envenena un cuerpo de agua con Champú de resurrección,用复活香波给水域下毒,Vergifte ein Gewässer mit Auferstehungsshampoo,Envenene um corpo de água com o Shampoo da Ressurreição,Empoisonnez un point d'eau avec un Shampoing de résurrection,Отравить водоем воскрешающим шампунем,부활 샴푸로 수역에 독을 넣습니다.
HaveFourStatusEffects,Potent Mix,,,Mezcla potente,强效混合,Wirkungsvolle Mischung,Mistura Potente,Mélange puissant,Устрашающая смесь,효능이 강한 믹스
D_HaveFourStatusEffects,Have four status effects at once,,,Ten cuatro efectos de estado a la vez,一次具有四种状态效果,Habe vier Statuseffekte gleichzeitig,Tenha quatro efeitos de estado de uma só vez,Cumulez quatre effets particuliers en même temps,Находиться под действием четырех статусных эффектов сразу,한 번에 4가지 상태 효과를 갖습니다
EnslaveSlavemaster,Slaver Enslaver,,,Esclavizador de esclavistas,奴隶主征服者,Sklaven-Versklaver,Escravizador de Escravistas,Esclavagiste à esclavagistes,Владелец рабовладельцев,슬레이버 인슬레이버
D_EnslaveSlavemaster,Enslave a Slavemaster,,,Esclaviza a un Amo de esclavos,奴役一名奴隶主,Versklave einen Sklavenmeister,Escravize um Senhor de Escravos,Réduisez un Esclavagiste en esclavage,Поработить рабовладельца,슬레이브마스터 노예 만들기
WinArenaFight,The Best Around,,,El mejor del vecindario,最强手,Der Beste in der Gegend,O Melhor do Pedaço,Le Roi des rois,Лучше всех,베스트 어라운드
D_WinArenaFight,Win an Arena fight,,,Gana una pelea de en la Arena,赢得一场竞技场战斗,Gewinne einen Arena-Kampf,Vença uma luta de Arena,Remportez un combat en arène,Выиграть бой на арене,아레나 전투 승리
KillEveryoneInLevel,Massacrist,,,Masacrador,大屠杀,Blutbad,Massacrador,Théoricien du massacre,Погромщик,대량살상자
D_KillEveryoneInLevel,Kill everyone in a level,,,Mata a todos en un nivel,杀死一层中的每个人,Töte in einem Level alle,Mate todos em um nível,Tuez tout le monde dans un niveau,Убить всех на уровне,레벨에서 모든 사람을 처치합니다
AskNPCLeaveLevel,Safe Travels,,,Buen viaje,安全旅行,Gute Reise,Viajantes Seguros,Voyage en toute sécurité,Безопасные путешествия,안전한 여행
D_AskNPCLeaveLevel,Nicely ask an NPC to leave a level,,,Pide cortésmente a un PNJ que abandone un nivel,友好地请一名 NPC 离开关卡,"Bitte einen NSC freundlich darum, ein Level zu verlassen",Peça gentilmente que um NPC abandone um nível,Demandez gentiment à un PNJ de quitter un niveau,Любезно попросить неигрового персонажа покинуть уровень,NPC에게 레벨을 남기도록 친절하게 요청합니다
ElectrocuteInWater,Shocker,,,Chocante,电击器,Schocker,Chocante,Choquant,Электрошок,충격을 주는 자
D_ElectrocuteInWater,Electrocute someone in water,,,Electrocuta a alguien en agua,在水中电击一个人,Verpasse jemandem im Wasser einen Stromschlag,Eletrocute alguém na água,Électrocutez quelqu'un dans l'eau,Убить кого-нибудь в воде электрическим током,물속에서 누군가를 전기 고문합니다
KillWithGravestone,Ironic Killer,,,Asesino irónico,讽刺杀手,Killer der Ironie,Assassino Irônico,Tueur ironique,Убийца с чувством юмора,이해할 수 없는 킬러
D_KillWithGravestone,Kill someone by throwing a Gravestone at them,,,Mata a alguien lanzándole una lápida,通过向他们扔一块墓碑来杀死某人,"Töte jemanden, indem du einen Grabstein nach ihm wirfst",Mate alguém jogando uma lápide nele,Tuez quelqu'un en lui jetant une pierre tombale dessus,Убить кого-нибудь попаданием могильного камня,묘비를 던져 누군가를 처치합니다
GiveCyanideCocktail,Murderous Mixologist,,,Boticario asesino,邪恶调酒师,Mörderischer Mischkünstler,Mixologista Assassino,Pour les clients lourds,Смертельно опасный бармен,잔인한 칵테일 기술자
D_GiveCyanideCocktail,Give someone a Cyanide Cocktail,,,Dale a alguien un cóctel de cianuro,给某人一杯氰化物鸡尾酒,Gib jemandem einen Zyanidcocktail,Dê um Coquetel de Cianeto para alguém,Donnez un Cocktail au cyanure à quelqu'un,Дать кому-нибудь коктейль с цианидом,누군가에게 청산가리 칵테일을 줍니다
CompleteLevel6,You Rule,,,¡Eres el $%&# amo!,你说了算,Deine Herrschaft,Você Quem Manda,"La loi, c'est moi",Твоя власть,당신이 최고
D_CompleteLevel6,Complete Mayor Village,,,Completa la aldea del alcalde,完成市长村,Schließe das Bürgermeisterdorf ab,Conclua a Vila do Prefeito,Terminez le village du maire,Пройти деревню мэра,시장 마을 완성
WinElection,Legal Takeover,,,Golpe de Estado legal,合法接管,Rechtmäßige Übernahme,Tomada Legal,La loi du peuple,Передача власти по закону,법적인 인수
D_WinElection,Win Election,,,Gana la elección,赢得选举,Gewinne die Wahl,Vença a Eleição,Remportez l'élection,Выиграть выборы,선거 승리
KillMayor,Hostile Takeover,,,Golpe de Estado violento,恶意收购,Feindliche Übernahme,Tomada Hostil,La loi du plus fort,Силовой захват власти,적대적 인수
D_KillMayor,Neutralize Mayor,,,Neutraliza al alcalde,消灭市长,Neutralisiere den Bürgermeister,Neutralize o Prefeito,Neutralisez le maire,Нейтрализовать мэра,시장 중립화
NonViolentWin,Peaceful Takeover,,,Golpe de Estado pacífico,和平收购,Friedliche Übernahme,Tomada Pacífica,La loi des fleurs,Мирный захват власти,평화적인 인수
D_NonViolentWin,Win without winning election or neutralizing Mayor,,,Gana sin ganar la elección o neutralizar al alcalde,在没有赢得选举或中立市长的前提下获胜,"Gewinne, ohne die Wahl zu gewinnen oder den Bürgermeister zu neutralisieren",Ganhe sem vencer a eleição ou neutralize o Prefeito,Gagnez sans remporter d'élection et sans neutraliser le maire,Выиграть без победы на выборах и нейтрализации мэра,선거에서 이기거나 시장을 중립화하지 않고 승리
BadEnding,The Bad Ending,,,El final malo,糟糕的结局,Das schlechte Ende,O Final Ruim,La mauvaise fin,Плохая концовка,나쁜 결말
D_BadEnding,Find the Bad Ending,,,Encuentra el final malo,找到糟糕的结局,Finde das schlechte Ende,Chegue ao Final Ruim,Trouvez la mauvaise fin,Отыскать плохую концовку,나쁜 결말 찾기
CompleteAnyBigQuest,Quest Conqueror,,,Conquistador de misiones,任务征服者,Aufgabenmeisterer,Conquistador de Missões,Conquérant du point d'exclamation,Покоритель миссий,퀘스트 정복자
