STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
HealthItemsGiveFollowersExtraHealth2,Health-giving items will affect your nearby followers,,Los artículos que dan salud afectarán a tus seguidores cercanos,提高生命值的物品对你周围的追随者同样有效,Gesundheitsbringende Gegenstände wirken sich auf deine Anhänger in der Nähe aus,Itens que dão energia afetarão seus seguidores que estiverem por perto,Les objets qui rendent de la santé affectent vos compagnons proches,Пополняющие здоровье предметы будут влиять на помощников рядом,헬스 아이템은 주변의 추종자에게 영향을 미칩니다.
CannibalsNeutral,Cannibals will no longer attack on sight,,Los caníbales ya no atacarán apenas verte,食人者将不会见面就发动进攻,Kannibalen greifen nicht mehr bei Sichtkontakt an,Canibais não atacarão mais imediatamente,Les cannibales n'attaquent plus à vue,Каннибалы больше не будут сразу же нападать,식인종은 더 이상 공격하지 않습니다.
MafiaAligned,Mobsters are aligned with you,,Los mafiosos están alineados contigo,匪徒与你结盟,Mafiosi verbünden sich mit dir,Mafiosos se aliarão a você,Les gangsters sont associés à vous,Бандиты у тебя в союзниках,폭도들이 당신 쪽에 있습니다.
ChanceFreeShopItem,Items purchased from vendors may be given to you for free,,"Cuando compras un artículo a un proveedor, podrías recibirlo gratis",从商贩处购买的物品有一定几率免费,Du kannst von Händlern verkaufte Gegenstände kostenlos erhalten,Itens comprados dos vendedores podem ser dados gratuitamente,Les objets achetés auprès des vendeurs peuvent vous être donnés gratuitement,Покупаемые у торговцев товары иногда достаются бесплатно,공급 업체에서 구입한 아이템은 무료로 제공됩니다.
ChanceFreeShopItem2,Items purchased from vendors may be given to you for free,,"Cuando compras un artículo a un proveedor, podrías recibirlo gratis",从商贩处购买的物品有一定几率免费,Du kannst von Händlern verkaufte Gegenstände kostenlos erhalten,Itens comprados dos vendedores podem ser dados gratuitamente,Les objets achetés auprès des vendeurs peuvent vous être donnés gratuitement,Покупаемые у торговцев товары иногда достаются бесплатно,공급 업체에서 구입한 아이템은 무료로 제공됩니다.
MoneyAtLevelStart,Receive money at the start of each new floor,,Recibe dinero al inicio de cada nueva planta,在每层开始时会收到钱,Erhalte zu Beginn jedes neuen Abschnitts Geld,Receba dinheiro no começo de cada andar,Recevez de l'argent au début de chaque nouvel étage,В начале каждого нового этажа даются деньги,새 층을 시작할 때마다 돈을 받습니다.
MoneyAtLevelStart2,Receive money at the start of each new floor,,Recibe dinero al inicio de cada nueva planta,在每层开始时会收到钱,Erhalte zu Beginn jedes neuen Abschnitts Geld,Receba dinheiro no começo de cada andar,Recevez de l'argent au début de chaque nouvel étage,В начале каждого нового этажа даются деньги,새 층을 시작할 때마다 돈을 받습니다.
VendorsDropShopItem,"Upon being neutralized, vendors will drop one of the items that they normally sell",,"Una vez neutralizados, los proveedores dejarán caer uno de los artículos que venden normalmente",商贩中立时，将掉落一件他们原本出售的物品,"Nach der Neutralisierung lassen Händler einen der Gegenstände fallen, die sie normalerweise verkaufen","Ao serem neutralizados, os vendedores deixam cair um dos itens que eles normalmente vendem","Quand ils sont neutralisés, les vendeurs lâchent un des objets qu'ils vendent normalement","Из нейтрализованных торговцев выпадает один из предметов, которые они обычно продают",중립화됨에 따라 공급 업체는 일반적으로 판매하는 아이템 중 하나를 놓습니다.
VendorsDropShopItem2,"Upon being neutralized, vendors will drop one of the items that they normally sell",,"Una vez neutralizados, los proveedores dejarán caer uno de los artículos que venden normalmente",商贩中立时，将掉落一件他们原本出售的物品,"Nach der Neutralisierung lassen Händler einen der Gegenstände fallen, die sie normalerweise verkaufen","Ao serem neutralizados, os vendedores deixam cair um dos itens que eles normalmente vendem","Quand ils sont neutralisés, les vendeurs lâchent un des objets qu'ils vendent normalement","Из нейтрализованных торговцев выпадает один из предметов, которые они обычно продают",중립화됨에 따라 공급 업체는 일반적으로 판매하는 아이템 중 하나를 놓습니다.
BumpsDontEndCamouflage,Camouflage doesn't end when bumping into people,,El camuflaje no se cancela al chocar con otras personas,伪装在碰到人时不会失效,"Die Tarnung verschwindet nicht, wenn du Personen anrempelst",A camuflagem não acaba quando você esbarra nas pessoas,Le camouflage n'est pas annulé quand vous touchez des personnes,Действие камуфляжа не заканчивается после столкновения с людьми,사람을 만날 때 위장은 끝나지 않습니다.
FailedAttacksDontEndCamouflage,Camouflage doesn't end after missing a melee attack or shooting a projectile weapon,,El Camuflaje no termina tras fallar un ataque cuerpo a cuerpo o disparar un arma de proyectiles.,未命中近战攻击或发射投射类武器之后，迷彩伪装不会结束,"Die Tarnung endet nicht, wenn ein Angriff im Nahkampf daneben ging oder eine Projektilwaffe abgefeuert wurde.",Camuflagem não acaba após errar um ataque físico ou disparar uma arma de fogo,Le camouflage ne disparaît pas après avoir raté une attaque au corps à corps ou tiré un projectile,Камуфляж не пропадает после пропущенного удара в рукопашном бою или при стрельбе из оружия.,근접 공격이나 발사체 무기 사격이 빗나간 이후에 위장이 끝나지 않습니다
FasterCharge,Charge faster,,Carga más rápido,提高冲锋速度,Greif schneller an,Carregar mais rápido,Charge plus rapide,Ускоренная зарядка,빠르게 충전
ChargeMorePowerful,Charge has a more powerful impact,,La carga tiene un impacto más poderoso,提高冲锋的撞击力,Angriff hat eine stärkere Wirkung,A Carga possui um impacto mais poderoso,La charge a plus d'impact,Зарядка действует мощнее,충전은 더 강력한 효과가 있습니다.
ChargeNoTrip,Player doesn't fall down when charging into walls,,El jugador no se cae al cargar contra las paredes,玩家在撞到墙上时不会摔倒,"Spieler fallen nicht zu Boden, wenn sie in Wände laufen",O jogador não cai ao usar a carga nas paredes,Le joueur ne finit pas à terre quand il charge un mur,"Игрок не падает, «зарядившись» в стену",벽에 충전할 때 플레이어는 넘어지지 않습니다.
ChargeNoHealthLoss,Lose less health while charging,,Pierde menos salud al cargar,冲锋时损失的生命值更少,Du verlierst beim Angreifen weniger Gesundheit,Perde menos energia ao carregar,Moins de santé perdue lors d'une charge,Здоровье при зарядке теряется меньше,충전하는 동안 약간의 헬스를 잃습니다.
CannibalizeFaster,Bodies are Cannibalized faster,,Canibaliza los cuerpos más rápido,提高进食尸体的速度,Leichen werden schneller kannibalisiert,Os corpos são canibalizados mais rapidamente,Les corps sont cannibalisés plus rapidement,Тела съедаются быстрее,사체가 빠르게 사라집니다.
CannibalizeMoreHealth,Receive more health from Cannibalizing,,Recibe más salud al canibalizar,进食尸体将获得更多生命值,Beim Kannibalisieren erhältst du mehr Gesundheit,Receba mais energia da canibalização,Recevez plus de santé quand vous cannibalisez,Съеденные тела дают больше здоровья,사체를 먹어 더 많은 헬스를 얻습니다.
CannibalizeNoAnnoy,"Cannibalize doesn't bother nearby people, including law enforcement",,"La canibalización no molesta a las personas cercanas, incluida la policía",进食尸体并不会惊扰周围人群，包括执法者,"Personen in der Nähe kümmern sich nicht um Kannibalisieren, auch die Strafverfolgungsbehörden nicht","Canibalizar não incomoda as pessoas próximas, incluindo as autoridades policiais","Cannibaliser ne gène pas les personnes proches, forces de l'ordre comprises","Людоедство не беспокоит людей рядом, в том числе правоохранителей",경찰을 포함한 주변 사람들은 사체를 먹는 것에 관심을 두지 않습니다.
JokesNeverCauseHate,Jokes never cause people to become Hostile,,Las bromas nunca hacen que las personas se vuelvan hostiles,笑话永远不会让别人变得敌对,"Witze führen nie dazu, dass Personen feindselig werden",Piadas não deixam as pessoas Hostis,Les blagues ne peuvent plus rendre Hostiles des personnes,Шутки никогда не делают других враждебными,농담은 사람들을 적대적으로 만들지 않습니다.
JokesMoreSuccessful,Jokes have a higher chance of success,,Las bromas tienen una mayor probabilidad de éxito,笑话的成功率更高,Witze haben eine höhere Erfolgschance,Piadas possuem uma chance maior de sucesso,Les blagues ont plus de chances de réussir,У шуток больше шансов на успех,농담은 성공 확률이 더 높습니다.
JokesAlwaysSuccessful,Jokes are always successful,,Las bromas siempre tienen éxito,笑话保证百分百成功,Witze sind immer erfolgreich,Piadas sempre são bem sucedidas,Les blagues réussissent toujours,Шутки всегда удачные,농담은 항상 성공적입니다.
LessArrestXPLoss,Less XP and Big Quest point loss for neutralizing / arresting / robbing innocents,,Menor pérdida de puntos de XP y de Gran Misión por neutralizar / arrestar / robar a inocentes,减少在中立/逮捕/抢劫无辜民众时损失的经验值和大任务积分,Weniger Erfahrung und Punktverlust für die Große Aufgabe beim Neutralisieren / Verhaften / Ausrauben von Unschuldigen,Menos perda de pontos de XP e da Grande Missão por neutralizar / prender / roubar inocentes,"Moins de PX et de points de Grosse quête perdus quand vous êtes neutralisé ou arrêté, ou quand vous volez des innocents","Меньше потеря опыта и очков основной миссии при нейтрализации, аресте и ограблении невиновных граждан",중립/체포/강탈에 대한 XP 및 빅 퀘스트 포인트 손실
NoArrestXPLoss,No XP and Big Quest point loss for neutralizing / arresting / robbing innocents,,No pierdes puntos de XP ni de Gran Misión por neutralizar / arrestar / robar a inocentes,在中立/逮捕/抢劫无辜民众时不会损失经验值和大任务积分,Keine Erfahrung und Punktverlust für die Große Aufgabe beim Neutralisieren / Verhaften / Ausrauben von Unschuldigen,Nenhuma perda de pontos de XP e da Grande Missão por neutralizar / prender / roubar inocentes,"Pas de perte de PX et de points de Grosse quête quand vous êtes neutralisé ou arrêté, ou quand vous volez des innocents","При нейтрализации, аресте и ограблении невиновных граждан опыт и очки основной миссии не теряются",중립/체포/강탈에 대한 XP 및 빅 퀘스트 포인트 손실
FasterLunge,Primal Lunge charges more quickly,,El Ataque sorpresa carga más rápido,主攻的充能速度更快,Urüberraschungsangriff lädt sich schneller auf,Ataque Surpresa é carregado mais rapidamente,Ruée primale se charge plus rapidement,Примитивный выпад заряжается быстрее,최초 돌진은 충전 속도를 높입니다.
HackImmediate,Hacking takes no time,,Hackea instantáneamente,入侵立即完成,Hacking erfolgt sofort,Hackear rapidamente,Pirater ne prend pas de temps,Мгновенный взлом компьютеров,빠르게 해킹할 수 있습니다
HackingMakesNoSound,Hacking never causes an alarm,,Hackear nunca dispara alarmas,入侵永远不会触发警报,Hacking löst nie einen Alarm aus,Hackear não ativa alarmes,Pirater ne déclenche jamais d'alarme,Взлом компьютеров никогда не вызывает тревогу,해킹으로 인해 경고음이 울리지 않습니다.
HacksBlowUpObjects,Most hackable objects can be blown up,,La mayoría de los objetos hackeables se pueden detonar,大部分可入侵的物体都可以爆炸,"Die meisten Gegenstände, die gehackt werden können, können in die Luft gejagt werden","A maioria dos objetos que podem ser hackeados, podem ser explodidos",Vous pouvez faire exploser la plupart des objets à pirater,Большинство взламываемых объектов можно взорвать,대부분의 해킹 가능 개체는 폭발할 수 있습니다.
PossessShorterCooldown,Shorter cooldown after depossessing,,Menor tiempo de enfriamiento después de desposeer,结束附身后缩短冷却时间,Kürzere Abklingzeit nach Besitzablegen,Contagem regressiva mais curta depois de abandonar,Temps de recharge réduit après dépossession,Ускоренное восстановление после покидания тел,소유물 분리 후 쿨다운 단축
NoDepossessHealthLoss,No health loss when your host body dies,,No pierdes salud cuando muere un cuerpo que estás poseyendo,你在宿主死亡时不会损失生命值,"Kein Gesundheitsverlust, wenn dein Gastkörper stirbt",Não perde energia quando o corpo de seu hospedeiro morre,Pas de perte de santé quand le corps hôte meurt,При смерти тела хозяина здоровье не снижается,호스트 사체가 사라질 때 주 헬스 손실 없음
NoPossessHate,Possessing and Depossessing does not cause Hostility or Annoyance,,Poseer y desposeer no genera hostilidad ni molestia,附身和解除附身不会造成敌意或恼怒,Besitzergreifen und Besitzablegen führen nicht zu Feindseligkeit oder Ärger,Possuir e Abandonar não causa Hostilidade ou Irritação,"Posséder et déposséder ne provoque ni Hostilité, ni Contrariété",Вселение в тела и его покидание не вызывают враждебность и раздражение,소유 및 소유 분리는 적개심이나 성가심을 일으키지 않습니다.
SlavesDontMutiny,Slaves don't become mutinous,,Los esclavos no se amotinan,奴隶不会变的叛逆,Sklaven rebellieren nicht,Escravos não fazem motim,Les esclaves ne se rebellent pas,Рабы не восстают,노예들은 폭동을 일으키지 않습니다.
BiggerSlaveHelmetExplosions,Slave helmets cause a larger explosion,,Los cascos de los esclavos causan una explosión más grande,提高奴隶头盔造成的爆炸伤害,Sklavenhelme verursachen größere Explosionen,Capacetes de escravo causam uma grande explosão,Les colliers d'esclave provoquent une plus grande explosion,Рабские шлемы вызывают более мощный взрыв,노예 헬멧은 더 큰 폭발을 일으킵니다.
LegalEnslavement,Enslaving random people is now legal for you,,Ahora puedes esclavizar a personas al azar legalmente,现在奴役随机居民变的合法了,Das Versklaven willkürlicher Personen ist jetzt für dich legal,Agora você pode escravizar pessoas aleatórias legalmente,Réduire en esclavage des personnes lambda est à présent légal pour vous,Тебе легально можно порабощать случайных людей,무작위로 사람을 노예화하는 것은 이제 합법적입니다.
AgentsDontSeePickpocket,People don't notice when you pickpocket their friends,,La gente no se da cuenta cuando robas a sus amigos,当你偷窃别人时，他们的朋友不会注意到,"Personen bemerken es nicht, wenn du ihren Freunden etwas klaust",As pessoas não notam quando você bate as carteiras de seus amigos,Les personnes ne remarquent pas quand vous faites les poches de leurs amis,"Люди не замечают, когда ты обчищаешь карманы их друзей",친구들의 주머니를 뒤질 때 사람들은 눈치 채지 못합니다.
BiteFaster,Bite more quickly,,Muerde más rápido,提高了啃咬速度,Beiß schneller zu,Morde mais rapidamente,Morsure plus rapide,Ускоренный укус,더 빨리 물기
BiteGainMoreHealth,Receive more health from Bite,,Recibe más salud al morder,啃咬时可以获得更多生命值,Beim Zubeißen erhältst du mehr Gesundheit,Recebe mais energia por Morder,Recevez plus de santé de votre Morsure,Укусы дают больше здоровья,물어서 더 많은 헬스 받기
BiteNoAnnoy,"Bite doesn't bother nearby people, unless that person is allied with the person being bitten",,"La mordedura no molesta a las personas cercanas, a menos que esa persona esté aliada con la persona que está siendo mordida",啃咬不会惊扰附近的人，除非那个人与被啃咬的人结盟了,"Personen in der Nähe kümmert es nicht, wenn du zubeißt, es sei denn, die betreffende Person ist mit der Person, die gebissen wird, verbündet","Morder não incomoda as pessoas que estão por perto, a menos que a pessoa seja aliada da pessoa a ser mordida","Morsure ne gène pas les personnes proches, sauf si la personne en question est alliée à la victime de la Morsure","Укусы не беспокоят людей рядом, за исключением союзников укушенных",물린 사람과 동맹을 맺지 않는 한 물린 사람들은 주변 사람들을 괴롭히지 않습니다.
BiteFullHealth,Bite people even when your health is full,,Muerde a las personas incluso cuando tu salud esté llena,即使你的生命值全满，还是会啃咬别人,"Beiße Leute, auch wenn deine Gesundheit voll ist",Morda pessoas mesmo quando sua energia estiver cheia,Mordez des gens même quand votre santé est pleine,"Кусать можно, даже когда здоровье полное",헬스가 가득 차 있을 때에도 사람들을 뭅니다.
WerewolfLastLonger,Werewolf form lasts longer,,La forma de hombre lobo dura más,狼人形态会持续更长时间,Werwolfgestalt hält länger an,A forma do lobisomem dura mais,La forme Loup-garou dure plus longtemps,Облик вервольфа держится дольше,워울프는 더 오래 지속합니다
WerewolfShorterCooldown,Cooldown period after transforming back to human form is shorter,,Se reduce el tiempo de enfriamiento luego de volver a transformarte en humano,缩短了变回人类形态后的冷却时间,Die Abklingzeit nach der Verwandlung zurück zum Menschen ist kürzer,O período de contagem regressiva depois da transformação de volta à forma humana é mais curto,Le temps de recharge après retour en forme humaine est réduit,Ускоренное восстановление после возврата в человеческий облик,인간 형태로 되돌아온 후 쿨다운 시간은 짧아집니다.
WerewolfNoDizzy,No Dizzy period after transforming back to human form,,No hay período de mareo luego de volver a transformarte en humano,在变回人类形态后不会出现眩晕,Keine Schwindelgefühle nach der Verwandlung zurück zum Menschen,Não há período de Atordoamento depois da transformação de volta à forma humana,Pas de période d'Étourdissement après retour en forme humaine,После возврата в человеческий облик голова не кружится,인간 형태로 되돌아온 후 어지러운 시간은 없습니다.
FasterZombieSpitCharge,Phlegm attack charges faster,,El ataque de flema se carga más rápido,提高粘液攻击的速度,Schleimangriffe gehen schneller,O ataque de muco é carregado mais rapidamente,L'attaque Mollard se recharge plus vite,Атака слизью заряжается быстрее,가래 공격은 충전 속도를 높입니다
NoZombieSpitHealthLoss,Phlegm attack doesn't cause health loss,,El ataque de flema no causa pérdida de salud,粘液攻击不会造成生命值损失,Schleimangriffe führen nicht zur Gesundheitsverlust,O ataque de muco não causa perda de energia,L'attaque Mollard ne provoque pas de perte de santé,Атака слизью не снижает здоровье,가래 공격은 헬스 손실을 일으키지 않습니다
NoChloroformCooldown,No cooldown after using Chloroform,,No hay período de enfriamiento luego de usar cloroformo,使用氯仿后无冷却时间,Keine Abklingzeit nach Verwendung von Chloroform,Não há contagem regressiva depois de usar o Clorofórmio,Pas de temps de recharge après utilisation du Chloroforme,После использования хлороформа не нужно ждать,클로로포름 사용 후 쿨다운 시간 없음
ZombiesFaster,All NPC Zombies are faster,,Todos los zombis son más rápidos,提高所有僵尸的移动速度,Alle Zombies sind schneller,Todos os Zumbis ficam mais rápidos,Tous les Zombis sont plus rapides,Все зомби двигаются быстрее,모든 좀비가 더 빨라졌습니다
ZombiesStronger,All NPC Zombies are stronger,,Todos los zombis son más fuertes,提高所有僵尸的力量,Alle Zombies sind stärker,Todos os Zumbis ficam mais fortes,Tous les Zombis sont plus forts,Все зомби сильнее,모든 좀비가 더 강해졌습니다
EnduranceTrait,Increase this attribute,,Aumenta este atributo,提高该属性,Erhöhe diese Eigenschaft,Aumentar este atribulo,Augmentez cet attribut,Бонус к этой характеристике,이 속성 증가
SpeedTrait,Increase this attribute,,Aumenta este atributo,提高该属性,Erhöhe diese Eigenschaft,Aumentar este atribulo,Augmentez cet attribut,Бонус к этой характеристике,이 속성 증가
AccuracyTrait,Increase this attribute,,Aumenta este atributo,提高该属性,Erhöhe diese Eigenschaft,Aumentar este atribulo,Augmentez cet attribut,Бонус к этой характеристике,이 속성 증가
StrengthTrait,Increase this attribute,,Aumenta este atributo,提高该属性,Erhöhe diese Eigenschaft,Aumentar este atribulo,Augmentez cet attribut,Бонус к этой характеристике,이 속성 증가
MolotovCocktail,"Whereas most cocktails bring about merriment and good times, this one brings only death and destruction.",,"Mientras que la mayoría de los cócteles producen alegría y buenos momentos, este solo trae muerte y destrucción.",虽然大多数鸡尾酒可以带来欢乐和美好的时光，但这杯鸡尾酒只会带来死亡和毁灭。,"Während die meisten Cocktails für Heiterkeit und viel Spaß sorgen, bringt dieser hier nur Tod und Zerstörung.","Enquanto a maioria dos Coquetéis trás alegria e bons momentos, este trás apenas a morte e destruição.",La plupart des cocktails apportent joie et bonheur. Celui-ci se contente de mort et destruction.,"Обычно коктейли — это весело и приятно, но этот несет лишь смерть и разрушение.","대부분의 칵테일은 즐거움과 흥겨움을 주지만, 이 칵테일은 죽음과 파괴만을 가져옵니다."
Firefighter,"Fire hoses are pretty effective, but they're so big and unwieldy! So, what's a more efficient solution? According to the Mayor: chop off the arms of Firefighters and install state-of-the-art Water Cannons on the nub. While this has led to a moderate improvement in fire control effectiveness, it has caused Firefighter morale to plummet, what with all the unwanted mutilation and such.",,"Las mangueras antiincendios son bastante efectivas, ¡pero son tan grandes y difíciles de manejar! Entonces, ¿cuál es una solución más eficiente? Según el alcalde: cortar los brazos de los bomberos e instalar cañones de agua de última generación en el muñón. Si bien esto ha permitido lograr una leve mejora en la efectividad del control de incendios, también ha impactado negativamente sobre la moral de los bomberos, debido a todo el asunto de la mutilación y todo eso.",消防水管非常有效，但它们又大又笨重！那么，什么才是更有效的解决方案呢？市长说：砍掉消防员的手臂，然后装上最先进的水枪。虽然这适度提高了火灾的控制力度，但它已经导致消防员的士气直线下降，以及所有不必要的残害等等。,"Feuerlöschschläuche sind ziemlich effektiv, aber sie sind so groß und unhandlich! Was ist also eine effektivere Lösung? Dem Bürgermeister zufolge: Arme der Feuerwehrmänner abhacken und auf den Stummeln hochmoderne Wasserkanonen ansetzen. Während dieses Vorgehen die Effektivität der Brandkontrolle moderat verbessern konnte, sorgte es gleichzeitig dafür, dass die Moral der Feuerwehrleute stark absank, wegen der ganzen ungewollten Verstümmelung und so.","Mangueiras de incêndio são bem eficazes, mas são muito grandes e pesadas! Então, qual a melhor solução? De acordo com o Prefeito: cortar os braços dos Bombeiros e instalar Canhões de Água de última geração na ponta. Enquanto isso levou a uma melhora considerável na eficiência do controle de incêndios, fez a moral dos bombeiros despencar, com todas as mutilações indesejadas e coisas do tipo.","Les lances à incendie sont assez efficaces, mais grosses et encombrantes ! Alors, vous avez une meilleure solution ? Celle du maire : couper les bras des Pompiers et installer des Canons à eau dernier cri sur les moignons. Bien que cette méthode ait entraîné une amélioration modérée de l'efficacité de la lutte contre les incendies, elle a aussi détruit le moral des Pompiers. Rapport à la mutilation indésirée.","Пожарные шланги довольно эффективны, но они такие большие и громоздкие! А что же будет эффективнее? По словам мэра, лучше всего отрубить руки пожарным и установить на обрубки современные водометы. Эффективность тушения пожаров улучшилась, но не заоблачно. При этом моральный дух у пожарных резко упал: все эти нежелательные увечья и все такое…","소방 호스는 꽤 효과적이지만, 너무 크고 다루기 힘듭니다! 보다 효율적인 방법이 있을까요? 시장은 소방관의 무기를 잘라 버리고 첨단 방식의 물대포를 노부에 설치할 것을 요구합니다. 이로 인해 사격 통제 효과가 약간 개선되었지만 소방관의 사기가 저하되었습니다."
WaterCannon,"Fights back fires and rowdy crowds. Can be refilled at Fire Hydrants or bodies of water. Only accepts 100% pure, non-toxic water.",,"Combate incendios y multitudes enardecidas. Se pueden rellenar en bocas de incendio o cuerpos de agua. Solo acepta agua 100% pura, no tóxica.",用来控制火灾和暴民。可以使用消防栓或水源补充。只能使用百分百无毒的纯净水。,"Bekämpft Feuer und wilde Menschenmengen. Kann an Hydranten oder Gewässern aufgeladen werden. Nimmt nur 100 & reines, ungiftiges Wasser.",Combate incêndios e multidões barulhentas. Pode ser recarregado em Hidrantes de ou corpos de água. Só aceita água 100% pura e não tóxica.,"Combat les incendies et les foules belliqueuses. Peut être rempli aux Bouches à incendie et aux points d'eau. N'accepte que l'eau non toxique, 100% pure.","Тушит пожары и остужает буйные толпы. Заправляется у пожарных гидрантов и от водоемов. Использовать можно только на 100% чистую, нетоксичную воду.",화재와 난폭한 군중에 맞서 싸우십시오. 소화전이나 시체의 물로 다시 채울 수 있습니다. 100% 순도의 무독성 물만 사용합니다.
FightsFires,People allow you onto private property during a fire and briefly after it ends without becoming hostile... assuming they didn't see you start the fire.,,La gente te permite ingresar a su propiedad privada durante un incendio y brevemente después de que termine sin volverse hostil... siempre que no te hayan visto causar el incendio.,在火灾期间，人们会允许你进入他们的私有产业，并且在火灾结束后一段时间内都不会出现敌意……只要他们没有看到你放火。,"Personen erlauben dir, während eines Brandes und kurz nachdem er gelöscht wurde, ihr Privatgrundstück zu betreten, ohne dass sie feindselig werden... Vorausgesetzt sie haben nicht gesehen, wie du das Feuer gelegt hast.",As pessoas permitem que você entre em propriedades privadas durante um incêndio e logo após o incêndio sem ficarem hostis... assumindo que elas não viram você iniciando o incêndio.,"Les gens vous permettent d'entrer sur leur propriété privée sans devenir hostiles, uniquement pendant un incendie et peu de temps après qu'il ait été éteint... enfin, tant qu'elles n'ont pas vu si vous étiez à l'origine du-dit incendie.","Люди пускают тебя в свои дома во время пожара и некоторое время после него и не становятся при этом враждебными… если они не видели, что пожар — твоих рук дело.",적대적이지 않은 상태로 끝난 후 사람들은 당신이 개인 사유지에 들어가는 것을 허용합니다. 화재를 일으키지 않는다는 것을 전제로...
StrongerWaterCannon,Water Cannon destroys bullets and does tons of knockback,,El cañón de agua destruye las balas y causa toneladas de retroceso,防暴水枪可以摧毁子弹并造成严重击退,Die Wasserkanone zerstört Kugeln und schlägt zurück,O Canhão de Água destrói balas e causa bastante recuo,Le Canon à eau détruit les balles et repousse violemment,Водомет уничтожает пули и дает огромную отдачу,물대포는 총알과 많은 양의 넉백을 파괴합니다.
FireExtinguishXP,Receive XP for destroying unintended fires that you didn't cause,,Recibe XP por apagar incendios involuntarios que no causaste,扑灭不是由你造成的火灾可以获得经验值奖励,"Erhalte Erfahrung für die Zerstörung unbeabsichtigter Feuer, die du nicht verursacht hast",Recebe XP por destruir incêndios não intencionais que você não causou,Recevez des PX quand vous détruisez des feux accidentels dont vous n'êtes pas à l'origine,За тушение неумышленных пожаров дается опыт (если это не твоих рук дело),당신이 일으키지 않은 의도하지 않은 화재를 파괴하기 위해 XP를 받습니다.
ResurrectionAllies,People you kill may get back up and join your party,,Las personas que asesinas pueden revivir y unirse a tu grupo,被你杀掉的人可能会重新爬起来，加入你的 队伍,"Personen, die du tötest, stehen wieder auf und schließen sich dir an",As pessoas que você mata voltam e juntam-se a seu grupo,Les personnes que vous tuez peuvent revenir d'entre les morts et rejoindre votre groupe,Убитые тобой люди могут вернуться и присоединиться к тебе,당신이 죽이는 사람들은 다시 일어나서 당신의 파티에 가입할 수 있습니다.
WaterGivesBuff,Receive buffs to Firearms and Melee while standing in bodies of water,,Potencia las armas de fuego y los ataques cuerpo a cuerpo cuando estás parado sobre el agua,站在水域中时可以获得火器与近战加成,"Erhalte Verstärkungen bei Waffen und Nahkampfangriffen, wenn du in Gewässern stehst",Recebe reforços para as Armas de Fogo e Ataque Físico enquanto fica parado em corpos de água,Recevez des bonus en Armes à feu et Corps-à-corps quand vous vous tenez dans un point d'eau,"Стоя в водоемах, ты получаешь бонус к ближнему бою и огнестрельному оружию",시체 물에 서 있는 동안 총기와 근접 공격에 대한 버프를 받습니다
CantWearArmor,Can't wear armor,,No puedes usar armadura,无法佩戴盔甲,Kann keine Rüstung tragen,Não pode usar armadura,Impossible de porter une armure,Не может носить броню,아머 착용 불가
Glutton,Attributes drop if you don't eat enough,,Los atributos bajan si no comes lo suficiente,如果没吃饱，那么属性会降低,"Eigenschaften entfallen, wenn du nicht genug isst",Os atributos diminuem se você não comer o suficiente,Les attributs baissent si vous ne mangez pas assez,"Если мало есть, характеристики падают",충분히 먹지 않으면 속성이 감소합니다
FoodWithdrawal,Attributes are lowered until you eat,,Los atributos se reducen hasta que comes,在你进食前，属性会一直降低,"Eigenschaften werden verringert, bis du isst",Os atributos diminuem até você comer,Les attributs sont réduits tant que vous ne mangez pas,"Характеристики снижены, пока ты не поешь",먹을 때까지 속성이 감소합니다
FeelinFull,You're not hungry!,,¡No tienes hambre!,你还不饿！,Du hast keinen Hunger!,Você não está com fome!,Vous n'avez pas faim !,Ты не голоден!,배고프지 않아요!
TranqDartsWorkFaster,Tranquilizer darts take effect very quickly,,Los dardos tranquilizantes hacen efecto muy rápidamente,镇静剂飞镖生效很快,Betäubungspfeile wirken äußerst schnell,Os dardos de tranquilizante fazem efeito muito rapidamente,Les fléchettes tranquillisantes agissent très vite,Ружье-транквилизатор действует очень быстро,마취제 다트의 효과가 매우 빠릅니다.
StandingStillCausesCamouflage,Gain temporary Camouflage when standing still for a bit,,Obtén camuflaje temporal cuando te quedas quieto unos instantes,站立不动时可获得临时伪装,"Erhalte vorübergehende Tarnung, wenn du eine Weile still stehst",Ganhe temporariamente uma Camuflagem ao fica parado por um tempo,Gagnez un camouflage temporaire quand vous restez immobile quelques instants,"Если немного постоять без движения, дается временный камуфляж",잠깐 서 있을 때 임시 위장을 얻습니다.
ChallengeAnyoneToFight,Challenge anyone to a fight,,Desafía a cualquiera a una pelea,向任何人挑衅,Fordere jeden zum Kampf heraus,Desafie qualquer pessoa para uma briga,Provoquez n'importe qui en combat,Можно кого угодно вызвать на бой,다른 사람에게 도전합니다.
FeelingGoodPositiveEffects,Receive positive status effects when not in Withdrawal,,Recibe efectos de estado positivos cuando no estés en Abstinencia,在不停药时获得正面状态效果,"Erhalte positive Statuseffekte, wenn du nicht auf Entzug bist",Recebe efeitos de estado positivos quando não está em Abstinência,Recevez des effets particuliers positifs quand vous n'êtes pas En manque,"Даются положительные статусные эффекты, если нет абстиненции",퇴각하지 않을 때 긍정적인 상태 효과를 받습니다
